 ,Value
1,3756.765
2,3843.736
3,3808.140
4,3790.973
5,3786.711
6,3725.912
7,3727.379
8,3864.652
9,3834.516
10,3819.392
11,3948.387
12,3838.382
13,3828.310
14,3798.495
15,3879.021
16,3923.349
17,3805.171
18,3879.934
19,3879.098
20,3767.059
21,3765.931
22,3775.596
23,3777.844
24,3755.462
25,3783.231
26,3791.614
27,3818.330
28,3902.862
29,3845.028
30,3653.545
31,3736.944
32,3664.674
33,3739.477
34,3734.564
35,3842.122
36,3868.774
37,3752.218
38,3855.008
39,3826.587
40,3886.209
41,3841.805
42,3760.161
43,3778.226
44,3825.892
45,3721.301
46,3731.649
47,3796.475
48,3851.908
49,3856.492
50,3883.931
51,3818.168
52,3820.513
53,3868.496
54,3869.529
55,3869.227
56,3792.359
57,3763.185
58,3791.913
59,3913.778
60,3786.414
61,3799.725
62,3797.580
63,3868.006
64,3803.983
65,3725.355
66,3771.786
67,3784.715
68,3802.243
69,3808.677
70,3819.749
71,3830.553
72,3886.162
73,3876.647
74,3872.000
75,3864.891
76,3918.481
77,3994.456
78,3924.812
79,3842.426
