 ,Value
1,3228.203
2,3192.824
3,3206.395
4,3220.782
5,3201.007
6,3206.323
7,3212.462
8,3220.345
9,3219.973
10,3212.467
11,3234.181
12,3210.914
13,3212.672
14,3202.963
15,3215.530
16,3231.691
17,3222.575
18,3221.980
19,3215.962
20,3209.988
21,3197.108
22,3233.137
23,3229.417
24,3233.343
25,3220.520
26,3209.666
27,3213.244
28,3181.522
29,3195.260
30,3217.287
31,3169.150
32,3171.958
33,3207.825
34,3222.971
35,3204.025
36,3193.646
37,3195.593
38,3211.127
39,3245.930
40,3212.574
41,3245.363
42,3217.912
43,3205.348
44,3202.291
45,3195.559
46,3215.660
47,3253.433
48,3259.361
49,3219.018
50,3203.387
51,3219.309
52,3209.388
53,3210.408
54,3183.330
55,3194.400
56,3187.582
57,3208.239
58,3227.501
59,3214.010
60,3220.604
61,3196.786
62,3191.489
63,3238.796
64,3243.665
65,3200.119
66,3189.211
67,3177.849
68,3198.423
69,3205.750
70,3214.998
71,3203.227
72,3213.787
73,3194.601
74,3242.009
75,3205.170
76,3232.513
77,3187.598
78,3209.386
79,3239.749
80,3225.590
81,3243.771
82,3219.154
83,3192.725
84,3184.696
85,3230.968
86,3242.945
87,3202.158
88,3223.039
89,3206.064
90,3204.460
91,3234.851
92,3204.792
