 ,Value
1,3511.927
2,3491.992
3,3448.212
4,3523.486
5,3508.333
6,3474.765
7,3519.218
8,3520.927
9,3504.314
10,3524.721
11,3530.327
12,3478.946
13,3453.472
14,3480.237
15,3472.366
16,3505.763
17,3463.372
18,3497.254
19,3490.230
20,3488.959
21,3504.599
22,3478.116
23,3497.542
24,3533.856
25,3565.670
26,3526.997
27,3523.380
28,3592.358
29,3563.899
30,3538.229
31,3555.969
32,3497.852
33,3538.335
34,3535.933
35,3578.717
36,3576.379
37,3616.922
38,3636.698
39,3559.067
40,3564.576
41,3585.920
42,3598.621
43,3619.329
44,3570.124
45,3527.764
46,3559.547
47,3561.995
48,3561.479
49,3599.365
50,3572.254
51,3534.170
52,3554.178
53,3565.811
54,3599.275
55,3572.263
56,3568.436
57,3540.519
58,3553.280
59,3538.870
60,3529.342
61,3530.332
62,3547.920
63,3519.529
64,3499.026
65,3490.989
66,3506.659
67,3515.064
68,3524.113
69,3565.656
70,3509.609
71,3534.874
72,3489.720
73,3484.017
74,3481.821
75,3488.941
76,3517.806
77,3478.241
78,3515.184
79,3434.730
80,3441.846
81,3451.895
82,3499.010
83,3427.552
84,3496.271
85,3464.123
86,3453.218
87,3460.785
88,3487.700
89,3545.087
90,3525.826
91,3548.466
92,3536.382
93,3539.588
94,3599.398
95,3548.614
96,3496.488
97,3525.310
98,3498.057
99,3546.268
100,3510.229
101,3557.466
102,3592.251
103,3603.711
104,3553.021
105,3523.175
106,3541.402
107,3540.603
108,3591.748
109,3537.973
110,3536.234
111,3601.863
112,3585.590
113,3513.052
114,3552.201
115,3599.320
116,3587.645
117,3596.994
118,3574.038
119,3553.228
