 ,Value,
1,3981.409,
2,3807.331,
3,3748.135,
4,3669.389,
5,3711.411,
6,3610.492,
7,3728.040,
8,3807.023,
9,3766.660,
10,3778.457,
11,3791.905,
12,3734.747,
13,3646.989,
14,3681.587,
15,3675.714,
16,3663.248,
17,3648.900,
18,3683.311,
19,3619.810,
20,3660.570,
21,3624.811,
22,3604.351,
23,3629.644,
24,3631.039,
25,3637.076,
26,3664.468,
27,3641.769,
28,3645.122,
29,3711.531,
30,3633.041,
31,3683.961,
32,3686.349,
33,3839.157,
34,3819.361,
35,3962.072,
36,3957.793,
37,3929.756,
38,3904.785,
39,3974.802,
40,4126.850,
41,4015.781,
42,4071.114,
43,4092.118,
44,3958.822,
45,3865.735,
46,3711.202,
47,3772.498,
48,3790.024,
49,3698.047,
50,3747.397,
51,3789.437,
52,3860.734,
53,3906.592,
54,3907.860,
55,3804.361,
56,3729.711,
57,3667.502,
58,3680.251,
59,3653.597,
60,3690.647,
61,3791.234,
62,3755.051,
63,3750.719,
64,3824.211,
65,3877.538,
66,3903.541,
67,3768.189,
68,3806.742,
69,3837.224,
70,3782.607,
71,3722.713,
72,3680.717,
73,3614.751,
74,3615.249,
75,3673.383,
76,3622.843,
77,3714.032,
78,3652.341,
79,3621.261,
80,3576.744,
81,3660.245,
82,3645.738,
83,3670.522,
84,3637.219,
85,3658.491,
86,3619.299,
87,3537.100,
88,3612.461,
89,3606.979,
90,3534.652,
91,3584.451,
92,3593.864,
93,3614.976,
94,3526.761,
95,3547.103,
96,3514.684,
97,3547.968,
98,3588.580,
99,3530.520,
100,3510.998,
101,3515.309,
102,3509.083,
103,3507.561,
104,3584.692,
105,3564.174,
106,3602.385,
107,3574.975,
108,3550.324,
109,3554.433,
110,3495.676,
111,3560.567,
112,3565.893,
113,3603.223,
114,3594.717,
115,3575.315,
116,3585.375,
117,3488.646,
118,3586.968,
119,3587.015,
120,3560.543,
121,3517.065,
122,3580.154,
123,3531.336,
124,3582.727,
125,3615.997,
126,3571.328,
127,3616.877,
128,3598.646,
129,3544.325,
130,3595.090,
131,3564.655,
132,3558.145,
133,3543.263,
134,3564.845,
135,3546.132,
136,3510.239,
137,3520.785,
138,3601.142,
139,3566.501,
140,3551.174,
141,3561.861,
142,3508.135,
143,3544.273,
144,3572.854,
