 ,Value,
1,3814.095,
2,3956.433,
3,4103.387,
4,3963.156,
5,3729.328,
6,3677.648,
7,3673.223,
8,3674.144,
9,3615.204,
10,3635.861,
11,3744.573,
12,3712.287,
13,3730.239,
14,3629.558,
15,3648.961,
16,3613.943,
17,3628.046,
18,3644.280,
19,3664.575,
20,3711.059,
21,3706.285,
22,3667.261,
23,3716.145,
24,3784.735,
25,3785.817,
26,3794.063,
27,3818.858,
28,3834.916,
29,3751.433,
30,3655.956,
31,3573.602,
32,3641.566,
33,3640.700,
34,3791.307,
35,3712.239,
36,3736.294,
37,3779.290,
38,3768.828,
39,3787.266,
40,3870.882,
41,3946.763,
42,4002.976,
43,3842.362,
44,3708.350,
45,3795.405,
46,3820.010,
47,3876.916,
48,3904.528,
49,3917.151,
50,3919.809,
51,3897.533,
52,3904.169,
53,3913.933,
54,3946.417,
55,3917.252,
56,3988.915,
57,3929.477,
58,3866.098,
59,3993.545,
60,3944.653,
61,4000.782,
62,4075.583,
63,4222.215,
64,4352.063,
65,4411.567,
66,4232.130,
67,4161.231,
68,4067.685,
69,3853.478,
70,3739.157,
71,3699.146,
72,3842.775,
73,3827.949,
74,3882.902,
75,4000.742,
76,4146.377,
77,4055.661,
78,3886.125,
79,3865.099,
80,3772.214,
81,3722.262,
82,3652.916,
83,3642.106,
84,3713.666,
85,3742.052,
86,3659.379,
87,3710.439,
88,3742.318,
89,3746.479,
90,3707.851,
91,3669.406,
92,3747.857,
93,3651.223,
94,3716.173,
95,3726.907,
96,3733.497,
97,3738.155,
98,3814.842,
99,3741.323,
100,3718.674,
101,3686.237,
102,3650.600,
103,3663.015,
104,3662.232,
105,3617.797,
106,3583.052,
107,3623.715,
108,3666.591,
109,3643.080,
110,3632.845,
111,3672.981,
112,3646.362,
113,3698.437,
114,3639.039,
115,3707.442,
116,3684.682,
117,3721.604,
118,3729.599,
119,3607.386,
120,3686.678,
121,3659.095,
122,3655.535,
123,3752.282,
124,3730.070,
125,3686.153,
126,3650.069,
127,3636.764,
128,3719.678,
129,3676.085,
130,3653.399,
131,3688.228,
132,3670.900,
133,3720.877,
134,3588.817,
135,3604.305,
136,3711.844,
137,3703.281,
