 ,Value,
1,4015.987,
2,4025.659,
3,4048.291,
4,4064.606,
5,3888.765,
6,3850.918,
7,3741.448,
8,3722.144,
9,3731.345,
10,3837.402,
11,3788.966,
12,3723.804,
13,3687.217,
14,3701.539,
15,3626.342,
16,3609.313,
17,3595.527,
18,3642.285,
19,3606.041,
20,3681.632,
21,3640.171,
22,3815.566,
23,3818.832,
24,3739.715,
25,3717.263,
26,3763.760,
27,3805.653,
28,3751.126,
29,3747.903,
30,3770.963,
31,3714.492,
32,3691.198,
33,3788.270,
34,3809.816,
35,3786.594,
36,3803.632,
37,3800.817,
38,3757.756,
39,3798.778,
40,3780.377,
41,3907.641,
42,4039.072,
43,4150.813,
44,3956.922,
45,3746.564,
46,3816.923,
47,3762.052,
48,3678.272,
49,3667.676,
50,3822.483,
51,3786.246,
52,3816.881,
53,3835.763,
54,3797.857,
55,3898.630,
56,3871.946,
57,3851.348,
58,3898.834,
59,3967.722,
60,3988.898,
61,3984.908,
62,3888.316,
63,3910.261,
64,3907.262,
65,3962.244,
66,4229.339,
67,4353.727,
68,4350.263,
69,4245.688,
70,4074.642,
71,4002.882,
72,3983.120,
73,3983.528,
74,3960.139,
75,3902.332,
76,3876.748,
77,3836.909,
78,3943.794,
79,3870.122,
80,3867.573,
81,3768.617,
82,3691.413,
83,3646.926,
84,3717.295,
85,3743.366,
86,3743.388,
87,3782.217,
88,3715.979,
89,3791.570,
90,3840.529,
91,3775.117,
92,3900.626,
93,3954.308,
94,3994.624,
95,3942.161,
96,3852.827,
97,3826.372,
98,3730.859,
99,3767.453,
100,3800.186,
101,3665.219,
102,3616.890,
103,3706.158,
104,3665.455,
105,3709.314,
106,3685.252,
107,3579.150,
108,3636.061,
109,3720.540,
110,3655.383,
111,3605.543,
112,3576.894,
113,3639.593,
114,3629.429,
115,3658.092,
116,3689.430,
117,3740.027,
118,3809.016,
119,3826.280,
120,3726.155,
121,3632.622,
122,3709.891,
123,3672.501,
124,3672.415,
125,3655.941,
126,3649.288,
127,3662.561,
128,3757.515,
129,3687.258,
130,3639.327,
131,3624.021,
132,3643.754,
133,3646.985,
134,3606.498,
135,3671.401,
136,3685.655,
137,3690.110,
138,3624.057,
139,3601.087,
140,3545.361,
141,3592.730,
142,3551.919,
143,3629.002,
144,3520.312,
145,3547.186,
