X	Y	
159.500	589.833	
159.009	588.963	
158.518	588.092	
158.030	587.220	
157.543	586.347	
157.060	585.472	
156.582	584.595	
156.109	583.714	
155.641	582.831	
155.182	581.943	
154.730	581.052	
154.288	580.155	
153.856	579.254	
153.437	578.347	
153.031	577.433	
152.640	576.514	
152.265	575.587	
151.909	574.653	
151.573	573.712	
151.259	572.763	
150.966	571.808	
150.695	570.846	
150.441	569.879	
150.205	568.908	
149.982	567.934	
149.772	566.956	
149.571	565.977	
149.378	564.997	
149.189	564.015	
149.003	563.033	
148.819	562.051	
148.633	561.069	
148.445	560.087	
148.253	559.106	
148.057	558.126	
147.855	557.148	
147.647	556.170	
147.432	555.194	
147.209	554.220	
146.982	553.247	
146.749	552.275	
146.513	551.303	
146.274	550.333	
146.032	549.363	
145.790	548.393	
145.546	547.424	
145.303	546.455	
145.059	545.485	
144.816	544.516	
144.575	543.546	
144.335	542.576	
144.097	541.605	
143.861	540.634	
143.628	539.662	
143.398	538.689	
143.171	537.716	
142.948	536.742	
142.729	535.767	
142.515	534.790	
142.305	533.813	
142.099	532.835	
141.899	531.856	
141.705	530.876	
141.516	529.894	
141.333	528.911	
141.156	527.928	
140.987	526.943	
140.824	525.957	
140.667	524.970	
140.519	523.981	
140.379	522.992	
140.246	522.001	
140.122	521.009	
140.006	520.017	
139.899	519.023	
139.802	518.028	
139.714	517.033	
139.636	516.036	
139.568	515.039	
139.511	514.041	
139.464	513.043	
139.429	512.044	
139.403	511.045	
139.388	510.046	
139.383	509.046	
139.387	508.047	
139.401	507.047	
139.425	506.048	
139.457	505.049	
139.498	504.051	
139.549	503.052	
139.606	502.055	
139.673	501.057	
139.747	500.061	
139.828	499.065	
139.918	498.069	
140.014	497.074	
140.117	496.080	
140.228	495.087	
140.344	494.094	
140.467	493.102	
140.596	492.111	
140.731	491.121	
140.871	490.131	
141.017	489.143	
141.168	488.155	
141.325	487.168	
141.486	486.181	
141.652	485.196	
141.822	484.211	
141.997	483.227	
142.176	482.243	
142.359	481.261	
142.546	480.279	
142.736	479.298	
142.929	478.317	
143.126	477.337	
143.326	476.358	
143.529	475.379	
143.735	474.401	
143.943	473.424	
144.154	472.447	
144.367	471.470	
144.582	470.494	
144.799	469.519	
145.018	468.543	
145.238	467.569	
145.460	466.594	
145.683	465.620	
145.908	464.646	
146.133	463.672	
146.360	462.699	
146.587	461.726	
146.815	460.752	
147.043	459.779	
147.271	458.806	
147.500	457.833	
