X	Y	
161.500	555.167	
161.049	554.272	
160.598	553.377	
160.148	552.482	
159.700	551.586	
159.254	550.688	
158.811	549.790	
158.370	548.890	
157.933	547.988	
157.500	547.085	
157.072	546.179	
156.647	545.271	
156.228	544.361	
155.814	543.449	
155.406	542.534	
155.003	541.616	
154.606	540.696	
154.215	539.774	
153.831	538.849	
153.452	537.921	
153.080	536.990	
152.715	536.057	
152.356	535.122	
152.003	534.184	
151.656	533.244	
151.314	532.302	
150.978	531.359	
150.645	530.413	
150.317	529.467	
149.993	528.518	
149.673	527.569	
149.356	526.619	
149.042	525.667	
148.731	524.715	
148.422	523.761	
148.116	522.807	
147.813	521.852	
147.511	520.897	
147.211	519.941	
146.913	518.984	
146.617	518.027	
146.321	517.070	
146.027	516.112	
145.734	515.154	
145.442	514.195	
145.151	513.236	
144.860	512.278	
144.570	511.319	
144.279	510.360	
143.989	509.401	
143.699	508.442	
143.408	507.483	
143.117	506.524	
142.825	505.565	
142.533	504.607	
142.239	503.649	
141.945	502.691	
141.652	501.733	
141.360	500.775	
141.070	499.815	
140.785	498.855	
140.504	497.893	
140.229	496.930	
139.961	495.964	
139.701	494.997	
139.451	494.026	
139.211	493.054	
138.983	492.078	
138.767	491.099	
138.566	490.118	
138.379	489.134	
138.207	488.146	
138.051	487.157	
137.913	486.164	
137.792	485.170	
137.688	484.173	
137.603	483.175	
137.536	482.175	
137.488	481.174	
137.457	480.173	
137.445	479.171	
137.451	478.169	
137.475	477.167	
137.516	476.166	
137.574	475.166	
137.647	474.167	
137.735	473.168	
137.836	472.172	
137.950	471.176	
138.076	470.182	
138.213	469.190	
138.361	468.199	
138.518	467.209	
138.684	466.221	
138.860	465.234	
139.043	464.249	
139.234	463.266	
139.433	462.284	
139.639	461.303	
139.850	460.324	
140.069	459.346	
140.293	458.369	
140.523	457.394	
140.758	456.420	
140.998	455.447	
141.243	454.476	
141.493	453.505	
141.747	452.536	
142.005	451.568	
142.267	450.601	
142.533	449.635	
142.802	448.670	
143.075	447.706	
143.351	446.742	
143.630	445.780	
143.911	444.818	
144.196	443.858	
144.483	442.898	
144.773	441.939	
145.065	440.980	
145.360	440.022	
145.656	439.065	
145.954	438.109	
146.255	437.153	
146.557	436.198	
146.861	435.243	
147.166	434.289	
147.473	433.335	
147.782	432.381	
148.091	431.428	
148.402	430.476	
148.714	429.524	
149.027	428.572	
149.341	427.620	
149.656	426.669	
149.971	425.718	
150.288	424.767	
150.604	423.817	
150.922	422.867	
151.240	421.916	
151.558	420.966	
151.877	420.016	
152.195	419.066	
152.514	418.116	
152.833	417.167	
