X	Y	
166.167	513.500	
165.880	512.545	
165.593	511.591	
165.306	510.636	
165.019	509.682	
164.731	508.728	
164.442	507.774	
164.152	506.820	
163.861	505.867	
163.568	504.914	
163.274	503.962	
162.978	503.010	
162.680	502.059	
162.380	501.109	
162.078	500.159	
161.773	499.210	
161.465	498.262	
161.154	497.315	
160.839	496.370	
160.520	495.425	
160.197	494.482	
159.869	493.541	
159.536	492.602	
159.198	491.664	
158.855	490.729	
158.508	489.794	
158.159	488.861	
157.809	487.927	
157.461	486.994	
157.115	486.059	
156.772	485.123	
156.436	484.185	
156.105	483.244	
155.783	482.301	
155.468	481.356	
155.163	480.407	
154.868	479.455	
154.582	478.500	
154.306	477.542	
154.040	476.582	
153.784	475.618	
153.538	474.653	
153.302	473.684	
153.074	472.714	
152.854	471.742	
152.643	470.768	
152.439	469.792	
152.241	468.815	
152.051	467.837	
151.867	466.858	
151.689	465.877	
151.517	464.895	
151.351	463.912	
151.191	462.929	
151.036	461.944	
150.886	460.959	
150.742	459.972	
150.603	458.986	
150.469	457.998	
150.340	457.010	
150.216	456.021	
150.097	455.031	
149.983	454.041	
149.873	453.050	
149.769	452.059	
149.669	451.067	
149.574	450.075	
149.485	449.083	
149.399	448.090	
149.319	447.096	
149.244	446.102	
149.173	445.108	
149.108	444.114	
149.047	443.119	
148.991	442.124	
148.941	441.128	
148.895	440.133	
148.855	439.137	
148.819	438.141	
148.789	437.144	
148.765	436.148	
148.745	435.151	
148.732	434.155	
148.724	433.158	
148.721	432.162	
148.725	431.165	
148.734	430.168	
148.749	429.172	
148.771	428.175	
148.799	427.179	
148.833	426.183	
148.874	425.187	
148.921	424.191	
148.975	423.196	
149.035	422.201	
149.102	421.207	
149.175	420.213	
149.254	419.219	
149.339	418.226	
149.430	417.234	
149.527	416.242	
149.629	415.250	
149.737	414.260	
149.851	413.269	
149.970	412.280	
150.095	411.291	
150.225	410.303	
150.359	409.315	
150.499	408.328	
150.644	407.342	
150.793	406.357	
150.947	405.372	
151.105	404.388	
151.268	403.405	
151.435	402.422	
151.606	401.440	
151.781	400.459	
151.960	399.478	
152.142	398.499	
152.329	397.520	
152.518	396.541	
152.711	395.563	
152.907	394.586	
153.106	393.609	
153.308	392.633	
153.512	391.658	
153.719	390.683	
153.929	389.708	
154.141	388.735	
154.355	387.761	
154.571	386.788	
154.789	385.816	
155.009	384.844	
155.230	383.872	
155.453	382.900	
155.677	381.929	
155.903	380.958	
156.129	379.988	
156.356	379.017	
156.584	378.047	
156.813	377.077	
157.041	376.107	
157.271	375.137	
157.500	374.167	
