X	Y	
158.167	538.500	
157.869	537.547	
157.571	536.594	
157.271	535.642	
156.970	534.690	
156.666	533.739	
156.359	532.789	
156.049	531.840	
155.736	530.892	
155.418	529.946	
155.097	529.001	
154.771	528.057	
154.441	527.115	
154.107	526.174	
153.768	525.235	
153.425	524.297	
153.079	523.361	
152.728	522.426	
152.376	521.492	
152.020	520.559	
151.664	519.627	
151.305	518.695	
150.946	517.763	
150.587	516.832	
150.227	515.901	
149.866	514.970	
149.507	514.039	
149.147	513.107	
148.788	512.176	
148.431	511.244	
148.074	510.311	
147.718	509.378	
147.364	508.445	
147.012	507.511	
146.661	506.576	
146.313	505.641	
145.966	504.704	
145.622	503.767	
145.280	502.829	
144.941	501.890	
144.605	500.950	
144.271	500.009	
143.941	499.067	
143.613	498.124	
143.289	497.180	
142.968	496.234	
142.651	495.288	
142.338	494.340	
142.029	493.391	
141.724	492.440	
141.423	491.488	
141.127	490.535	
140.837	489.580	
140.551	488.623	
140.271	487.665	
139.996	486.705	
139.728	485.743	
139.465	484.780	
139.209	483.815	
138.959	482.849	
138.716	481.880	
138.480	480.910	
138.252	479.939	
138.030	478.965	
137.817	477.990	
137.611	477.013	
137.413	476.034	
137.223	475.054	
137.042	474.073	
136.869	473.089	
136.705	472.104	
136.551	471.118	
136.405	470.131	
136.269	469.142	
136.142	468.151	
136.025	467.160	
135.918	466.167	
135.822	465.174	
135.735	464.179	
135.659	463.184	
135.593	462.187	
135.538	461.191	
135.494	460.193	
135.461	459.195	
135.439	458.197	
135.428	457.199	
135.428	456.201	
135.440	455.203	
135.464	454.205	
135.499	453.207	
135.545	452.210	
135.603	451.213	
135.672	450.217	
135.751	449.222	
135.840	448.227	
135.940	447.234	
136.049	446.242	
136.167	445.250	
136.294	444.260	
136.431	443.271	
136.575	442.283	
136.728	441.297	
136.888	440.311	
137.057	439.327	
137.232	438.345	
137.414	437.363	
137.604	436.383	
137.799	435.404	
138.001	434.426	
138.210	433.450	
138.423	432.475	
138.643	431.501	
138.869	430.528	
139.099	429.557	
139.335	428.587	
139.575	427.618	
139.820	426.650	
140.070	425.683	
140.323	424.718	
140.581	423.753	
140.843	422.790	
141.109	421.828	
141.378	420.866	
141.651	419.906	
141.927	418.947	
142.206	417.988	
142.489	417.031	
142.773	416.074	
143.061	415.118	
143.352	414.163	
143.645	413.208	
143.940	412.254	
144.237	411.301	
144.536	410.349	
144.837	409.397	
145.140	408.446	
145.445	407.495	
145.751	406.545	
146.059	405.595	
146.367	404.646	
146.677	403.697	
146.988	402.748	
147.300	401.800	
147.613	400.852	
147.927	399.904	
148.241	398.956	
148.555	398.009	
148.870	397.061	
149.185	396.114	
149.500	395.167	
