 ,Value,
1,3816.206,
2,3748.034,
3,3803.431,
4,3810.784,
5,3868.935,
6,3899.091,
7,3938.970,
8,3785.637,
9,3742.774,
10,3677.817,
11,3616.479,
12,3682.716,
13,3721.128,
14,3705.793,
15,3677.331,
16,3618.450,
17,3552.937,
18,3569.964,
19,3609.197,
20,3586.773,
21,3548.663,
22,3658.974,
23,3652.629,
24,3574.226,
25,3594.371,
26,3578.572,
27,3566.643,
28,3581.292,
29,3590.096,
30,3656.530,
31,3601.892,
32,3585.596,
33,3624.606,
34,3602.541,
35,3509.582,
36,3570.367,
37,3581.830,
38,3601.512,
39,3599.596,
40,3631.652,
41,3682.726,
42,3619.310,
43,3716.745,
44,3782.843,
45,3737.946,
46,3761.777,
47,3680.055,
48,3686.382,
49,3755.804,
50,3669.754,
51,3657.909,
52,3649.978,
53,3665.775,
54,3605.551,
55,3634.726,
56,3706.829,
57,3690.317,
58,3687.135,
59,3712.279,
60,3727.972,
61,3722.873,
62,3623.837,
63,3654.241,
64,3604.222,
65,3799.163,
66,3919.981,
67,4092.509,
68,4125.788,
69,4046.488,
70,4011.985,
71,4002.572,
72,3888.974,
73,3824.091,
74,3861.473,
75,3867.523,
76,3850.454,
77,3830.720,
78,3726.509,
79,3705.023,
80,3743.751,
81,3665.943,
82,3608.156,
83,3543.887,
84,3616.074,
85,3602.630,
86,3599.584,
87,3603.680,
88,3618.607,
89,3677.762,
90,3635.592,
91,3643.758,
92,3699.818,
93,3922.633,
94,4023.869,
95,3959.448,
96,4070.432,
97,3929.870,
98,3824.231,
99,3742.621,
100,3665.384,
101,3699.092,
102,3609.148,
103,3654.096,
104,3690.881,
105,3811.302,
106,3774.340,
107,3774.426,
108,3737.588,
109,3782.621,
110,3712.737,
111,3645.147,
112,3682.824,
113,3623.945,
114,3739.918,
115,3651.285,
116,3622.067,
117,3683.911,
118,3709.250,
119,3630.339,
120,3606.868,
121,3609.564,
122,3654.468,
123,3630.694,
124,3676.581,
125,3768.702,
126,3834.392,
127,3785.082,
128,3679.112,
129,3635.708,
130,3644.707,
131,3614.769,
132,3596.601,
133,3675.293,
134,3652.999,
135,3691.444,
136,3634.527,
137,3626.224,
138,3652.113,
139,3646.011,
140,3695.053,
141,3562.851,
142,3687.349,
143,3606.192,
144,3568.318,
145,3700.844,
146,3718.328,
147,3692.588,
148,3810.348,
149,3745.829,
150,3705.034,
151,3650.554,
152,3639.573,
