 ,Value,
1,3766.157,
2,3784.541,
3,3754.923,
4,3866.835,
5,3883.563,
6,3806.940,
7,3786.458,
8,3789.883,
9,3724.990,
10,3706.273,
11,3692.117,
12,3621.719,
13,3705.244,
14,3638.182,
15,3651.174,
16,3644.832,
17,3571.908,
18,3597.998,
19,3582.962,
20,3593.868,
21,3663.230,
22,3565.965,
23,3651.691,
24,3683.693,
25,3655.120,
26,3672.905,
27,3665.691,
28,3635.522,
29,3706.152,
30,3677.740,
31,3794.593,
32,3826.937,
33,3848.656,
34,3873.134,
35,3759.354,
36,3646.320,
37,3667.265,
38,3718.010,
39,3744.135,
40,3805.733,
41,3776.443,
42,3786.206,
43,3840.619,
44,3817.054,
45,3745.957,
46,3710.773,
47,3801.216,
48,3724.162,
49,3742.951,
50,3681.371,
51,3728.227,
52,3600.709,
53,3640.067,
54,3698.687,
55,3861.396,
56,3843.682,
57,3819.424,
58,3831.843,
59,3806.248,
60,3717.293,
61,3697.912,
62,3696.074,
63,3753.192,
64,3893.109,
65,3872.416,
66,3949.769,
67,3762.586,
68,3832.259,
69,3824.230,
70,3805.066,
71,3899.685,
72,3907.591,
73,3777.246,
74,3792.101,
75,3842.614,
76,3732.298,
77,3665.576,
78,3724.711,
79,3658.080,
80,3685.109,
81,3651.826,
82,3660.671,
83,3563.966,
84,3605.709,
85,3597.110,
86,3645.481,
87,3564.729,
88,3665.025,
89,3685.248,
90,3919.632,
91,3982.436,
92,3911.793,
93,3940.055,
94,3818.763,
95,3797.632,
96,3731.251,
97,3738.617,
98,3688.134,
99,3651.795,
100,3691.027,
101,3795.958,
102,3841.684,
103,3788.613,
104,3767.023,
105,3730.456,
106,3674.694,
107,3670.133,
108,3701.758,
109,3730.581,
110,3789.243,
111,3748.639,
112,3625.230,
113,3706.753,
114,3691.405,
115,3704.302,
116,3669.142,
117,3667.746,
118,3594.903,
119,3754.858,
120,3708.853,
121,3728.584,
122,3764.085,
123,3796.603,
124,3656.408,
125,3703.299,
126,3603.098,
127,3660.541,
128,3602.393,
129,3609.902,
130,3680.018,
131,3713.714,
132,3709.960,
133,3674.608,
134,3635.347,
135,3642.885,
136,3631.288,
137,3599.719,
138,3600.881,
139,3578.155,
140,3629.302,
141,3605.779,
142,3564.865,
143,3623.792,
144,3638.123,
145,3653.783,
146,3696.548,
147,3683.151,
148,3653.865,
149,3642.310,
150,3664.586,
151,3599.963,
152,3633.051,
153,3590.143,
154,3568.641,
155,3646.224,
156,3604.139,
