 ,Value,
1,3661.229,
2,3667.372,
3,3693.928,
4,3669.833,
5,3626.709,
6,3644.179,
7,3541.149,
8,3512.982,
9,3569.570,
10,3543.665,
11,3571.487,
12,3600.023,
13,3562.679,
14,3638.919,
15,3595.854,
16,3537.140,
17,3541.107,
18,3622.491,
19,3599.673,
20,3683.171,
21,3744.301,
22,3757.947,
23,3737.208,
24,3686.788,
25,3704.755,
26,3709.163,
27,3681.929,
28,3653.829,
29,3625.554,
30,3636.369,
31,3674.718,
32,3624.091,
33,3617.425,
34,3678.855,
35,3698.029,
36,3700.204,
37,3637.340,
38,3604.266,
39,3667.444,
40,3714.486,
41,3605.445,
42,3675.095,
43,3679.779,
44,3722.324,
45,3823.551,
46,3752.695,
47,3721.794,
48,3673.447,
49,3798.194,
50,3754.968,
51,3696.241,
52,3686.935,
53,3763.246,
54,3652.474,
55,3710.789,
56,3543.809,
57,3613.052,
58,3705.584,
59,3617.358,
60,3610.639,
61,3598.958,
62,3558.624,
63,3568.550,
64,3553.927,
65,3550.051,
66,3473.124,
67,3595.328,
68,3563.994,
69,3531.196,
70,3498.100,
71,3538.194,
72,3571.797,
73,3565.374,
74,3623.396,
75,3625.666,
76,3602.827,
77,3665.380,
78,3661.018,
79,3738.583,
80,3715.884,
81,3705.675,
82,3723.554,
83,3695.959,
84,3676.187,
85,3657.800,
86,3637.491,
87,3658.613,
88,3693.154,
89,3685.546,
90,3618.572,
91,3648.378,
92,3566.877,
93,3566.517,
94,3647.144,
95,3666.223,
96,3587.048,
97,3677.035,
98,3617.893,
99,3702.475,
100,3632.528,
101,3658.004,
102,3564.134,
103,3558.565,
104,3550.650,
105,3559.388,
106,3557.632,
107,3631.944,
108,3633.045,
109,3614.781,
110,3639.431,
111,3642.942,
112,3579.901,
113,3621.717,
114,3583.756,
115,3568.617,
116,3614.084,
117,3561.870,
118,3610.145,
119,3600.918,
120,3617.682,
121,3579.012,
122,3531.283,
123,3485.873,
124,3499.697,
125,3521.294,
126,3494.342,
127,3565.398,
128,3546.826,
129,3519.333,
130,3536.393,
131,3581.920,
132,3574.044,
133,3545.300,
134,3570.305,
135,3597.951,
136,3535.891,
137,3584.102,
138,3611.754,
139,3653.995,
