X	Y	
166.167	513.500	
165.874	512.546	
165.582	511.592	
165.289	510.638	
164.996	509.685	
164.703	508.731	
164.409	507.778	
164.115	506.824	
163.819	505.871	
163.523	504.919	
163.226	503.966	
162.928	503.014	
162.628	502.062	
162.327	501.111	
162.024	500.160	
161.720	499.210	
161.414	498.261	
161.106	497.312	
160.795	496.364	
160.483	495.416	
160.167	494.470	
159.849	493.524	
159.527	492.580	
159.202	491.636	
158.875	490.694	
158.545	489.752	
158.213	488.811	
157.881	487.871	
157.548	486.930	
157.217	485.989	
156.887	485.047	
156.559	484.105	
156.234	483.162	
155.913	482.217	
155.596	481.271	
155.284	480.323	
154.977	479.374	
154.675	478.423	
154.379	477.470	
154.090	476.516	
153.806	475.559	
153.529	474.601	
153.258	473.640	
152.993	472.678	
152.735	471.715	
152.483	470.749	
152.238	469.782	
151.999	468.813	
151.768	467.843	
151.543	466.871	
151.325	465.897	
151.115	464.922	
150.912	463.945	
150.716	462.967	
150.527	461.987	
150.346	461.006	
150.172	460.024	
150.006	459.040	
149.848	458.055	
149.697	457.068	
149.555	456.081	
149.420	455.092	
149.294	454.103	
149.176	453.112	
149.066	452.120	
148.965	451.128	
148.872	450.134	
148.787	449.140	
148.711	448.146	
148.644	447.150	
148.586	446.154	
148.537	445.158	
148.497	444.161	
148.466	443.163	
148.444	442.166	
148.432	441.168	
148.429	440.171	
148.435	439.173	
148.451	438.175	
148.477	437.178	
148.513	436.181	
148.558	435.184	
148.613	434.188	
148.676	433.192	
148.749	432.197	
148.830	431.203	
148.919	430.209	
149.016	429.216	
149.122	428.224	
149.234	427.233	
149.354	426.242	
149.481	425.253	
149.614	424.264	
149.754	423.276	
149.901	422.289	
150.053	421.303	
150.211	420.318	
150.375	419.334	
150.545	418.351	
150.720	417.368	
150.900	416.387	
151.085	415.407	
151.274	414.427	
151.469	413.449	
151.668	412.471	
151.871	411.494	
152.078	410.518	
152.289	409.543	
152.504	408.569	
152.723	407.595	
152.945	406.623	
153.171	405.651	
153.400	404.680	
153.632	403.709	
153.867	402.740	
154.105	401.771	
154.346	400.803	
154.589	399.835	
154.835	398.868	
155.083	397.902	
155.334	396.936	
155.587	395.971	
155.842	395.006	
156.099	394.042	
156.357	393.079	
156.618	392.116	
156.880	391.153	
157.144	390.191	
157.409	389.229	
157.676	388.268	
157.944	387.306	
158.213	386.346	
158.483	385.385	
158.754	384.425	
159.026	383.465	
159.299	382.506	
159.573	381.546	
159.847	380.587	
160.121	379.628	
160.397	378.669	
160.672	377.710	
160.948	376.751	
161.224	375.792	
161.500	374.833	
