 ,Value
1,3439.015
2,3469.016
3,3504.112
4,3385.372
5,3491.685
6,3489.058
7,3401.990
8,3449.801
9,3478.361
10,3545.997
11,3431.823
12,3432.101
13,3437.164
14,3451.238
15,3474.513
16,3471.544
17,3480.297
18,3489.581
19,3477.015
20,3420.247
21,3432.314
22,3459.178
23,3405.814
24,3410.586
25,3427.845
26,3456.935
27,3475.451
28,3496.143
29,3481.385
30,3482.130
31,3455.468
32,3489.604
33,3514.312
34,3433.036
35,3427.936
36,3382.603
37,3411.558
38,3444.172
39,3484.026
40,3461.057
41,3453.734
42,3408.710
43,3426.393
44,3423.628
45,3462.359
46,3472.460
47,3477.179
48,3443.922
49,3438.102
50,3491.620
51,3393.161
52,3438.396
53,3460.267
54,3441.945
55,3442.359
56,3465.806
57,3483.130
58,3423.408
59,3373.391
60,3425.273
61,3425.069
62,3443.418
63,3472.115
64,3468.645
65,3494.444
66,3485.159
67,3473.670
68,3529.753
69,3499.571
