 ,Value,
1,3654.225,
2,3694.053,
3,3652.623,
4,3599.078,
5,3757.868,
6,3740.538,
7,3743.171,
8,3697.416,
9,3671.381,
10,3674.595,
11,3581.055,
12,3629.893,
13,3660.956,
14,3583.261,
15,3637.472,
16,3615.417,
17,3635.440,
18,3602.807,
19,3564.332,
20,3640.112,
21,3673.852,
22,3712.995,
23,3688.470,
24,3637.913,
25,3619.899,
26,3600.053,
27,3629.316,
28,3710.959,
29,3781.264,
30,3867.052,
31,3897.177,
32,3861.235,
33,3855.493,
34,3792.719,
35,3796.337,
36,3747.622,
37,3796.199,
38,3865.698,
39,3857.623,
40,4031.750,
41,3951.375,
42,3864.503,
43,3781.102,
44,3756.982,
45,3691.669,
46,3716.902,
47,3682.611,
48,3763.216,
49,3900.750,
50,3895.747,
51,3965.166,
52,3917.375,
53,3836.579,
54,3698.558,
55,3625.028,
56,3659.273,
57,3595.759,
58,3669.446,
59,3596.002,
60,3620.627,
61,3619.076,
62,3672.024,
63,3744.435,
64,3772.168,
65,3750.184,
66,3648.592,
67,3674.273,
68,3646.405,
69,3635.276,
70,3604.687,
71,3618.808,
72,3655.155,
73,3661.767,
74,3607.637,
75,3593.349,
76,3638.353,
77,3666.462,
78,3618.439,
79,3583.375,
80,3637.618,
81,3660.919,
82,3538.392,
83,3617.943,
84,3642.153,
85,3656.118,
86,3629.709,
87,3518.654,
88,3499.155,
89,3530.606,
90,3621.489,
91,3561.246,
92,3549.366,
93,3578.634,
94,3587.276,
95,3558.881,
96,3496.427,
97,3521.078,
98,3528.438,
99,3600.483,
100,3607.008,
101,3595.680,
102,3514.814,
103,3548.939,
104,3529.027,
105,3582.090,
106,3547.116,
107,3583.533,
108,3569.709,
109,3561.103,
110,3539.242,
111,3575.570,
112,3561.793,
113,3562.980,
114,3535.845,
115,3565.430,
116,3546.899,
117,3530.464,
118,3579.958,
119,3599.774,
120,3651.409,
121,3548.703,
122,3606.793,
123,3523.619,
124,3572.407,
125,3610.512,
126,3526.299,
127,3601.679,
128,3558.121,
129,3555.058,
130,3567.697,
131,3556.915,
132,3550.318,
133,3491.074,
134,3483.651,
135,3525.031,
136,3484.103,
137,3482.213,
138,3527.371,
139,3574.948,
140,3550.454,
141,3546.182,
