 ,Value,
1,3946.035,
2,4043.485,
3,3939.811,
4,3930.841,
5,3818.780,
6,3745.636,
7,3721.039,
8,3641.084,
9,3566.152,
10,3641.362,
11,3681.301,
12,3765.615,
13,3819.030,
14,3739.159,
15,3710.102,
16,3662.158,
17,3720.086,
18,3569.886,
19,3713.508,
20,3690.612,
21,3695.602,
22,3688.948,
23,3724.207,
24,3714.045,
25,3765.880,
26,3710.253,
27,3782.117,
28,3843.424,
29,3753.289,
30,3647.456,
31,3719.747,
32,3702.616,
33,3712.603,
34,3805.776,
35,3847.895,
36,3831.119,
37,3874.185,
38,3932.838,
39,3963.808,
40,4046.432,
41,3996.720,
42,4018.333,
43,4011.937,
44,3864.091,
45,3749.618,
46,3747.956,
47,3844.570,
48,3771.709,
49,3782.615,
50,3848.596,
51,3892.420,
52,4140.994,
53,4088.946,
54,4026.470,
55,4022.316,
56,3946.729,
57,4021.971,
58,4290.727,
59,4401.298,
60,4398.196,
61,4389.455,
62,4187.551,
63,4067.052,
64,4097.191,
65,3998.402,
66,4045.602,
67,3871.431,
68,3769.435,
69,3697.283,
70,3742.133,
71,3802.443,
72,3858.415,
73,3908.667,
74,3964.183,
75,3966.460,
76,3987.375,
77,4051.277,
78,3865.164,
79,3850.581,
80,3757.859,
81,3705.113,
82,3706.652,
83,3717.225,
84,3649.918,
85,3727.657,
86,3695.139,
87,3730.630,
88,3697.282,
89,3922.569,
90,3931.010,
91,3846.723,
92,3736.314,
93,3798.920,
94,3867.647,
95,3906.648,
96,3919.828,
97,3780.707,
98,3725.930,
99,3623.998,
100,3754.166,
101,3772.919,
102,3727.991,
103,3740.854,
104,3696.023,
105,3682.632,
106,3721.373,
107,3762.850,
108,3702.031,
109,3681.097,
110,3647.659,
111,3713.102,
112,3719.548,
113,3748.502,
114,3683.207,
115,3645.060,
116,3678.723,
117,3766.762,
118,3806.237,
119,3725.162,
120,3703.888,
121,3744.380,
122,3776.530,
123,3647.036,
124,3677.705,
125,3758.587,
126,3705.567,
127,3607.446,
128,3697.898,
129,3762.833,
130,3686.690,
131,3715.228,
132,3717.072,
133,3655.570,
134,3678.712,
135,3672.011,
136,3714.807,
137,3681.824,
138,3659.941,
139,3642.153,
140,3604.566,
141,3691.578,
142,3645.870,
143,3612.608,
