 ,Value,
1,3781.051,
2,3817.079,
3,3766.764,
4,3723.546,
5,3776.995,
6,3933.867,
7,3944.088,
8,3967.583,
9,3868.040,
10,3783.232,
11,3755.000,
12,3605.506,
13,3550.015,
14,3598.425,
15,3569.336,
16,3529.419,
17,3580.505,
18,3590.162,
19,3594.554,
20,3728.589,
21,3712.943,
22,3766.025,
23,3656.437,
24,3692.193,
25,3902.225,
26,3832.252,
27,3765.291,
28,3749.866,
29,3868.707,
30,4002.159,
31,3894.511,
32,3817.012,
33,3743.972,
34,3776.340,
35,3656.430,
36,3635.157,
37,3662.795,
38,3659.323,
39,3693.367,
40,3670.127,
41,3678.027,
42,3636.845,
43,3718.679,
44,3671.414,
45,3664.968,
46,3755.561,
47,3755.837,
48,3733.446,
49,3733.924,
50,3739.509,
51,3704.350,
52,3661.798,
53,3676.329,
54,3614.343,
55,3679.060,
56,3715.231,
57,3707.916,
58,3678.793,
59,3691.110,
60,3687.724,
61,3606.153,
62,3658.325,
63,3667.083,
64,3592.929,
65,3565.646,
66,3580.613,
67,3505.636,
68,3549.170,
69,3654.805,
70,3572.734,
71,3607.740,
72,3663.827,
73,3587.545,
74,3600.117,
75,3654.086,
76,3618.400,
77,3688.630,
78,3699.683,
79,3692.800,
80,3725.714,
81,3694.167,
82,3701.085,
83,3572.411,
84,3551.603,
85,3670.326,
86,3560.394,
87,3599.435,
88,3569.357,
89,3557.925,
90,3611.582,
91,3567.448,
92,3566.600,
93,3604.455,
94,3567.469,
95,3547.650,
96,3574.689,
97,3606.766,
98,3634.939,
99,3585.118,
100,3540.524,
101,3580.877,
102,3605.738,
103,3604.107,
104,3573.668,
105,3571.673,
106,3580.940,
107,3565.116,
108,3523.498,
109,3581.468,
110,3577.128,
111,3561.934,
112,3567.939,
113,3568.842,
114,3493.910,
115,3589.196,
116,3603.404,
117,3543.035,
118,3597.041,
119,3634.657,
120,3595.717,
121,3609.869,
122,3583.977,
123,3562.780,
124,3647.226,
125,3630.927,
126,3576.503,
127,3580.562,
128,3541.658,
129,3527.937,
130,3546.437,
