X	Y	
161.500	500.167	
161.285	499.191	
161.070	498.216	
160.856	497.241	
160.640	496.266	
160.425	495.290	
160.210	494.315	
159.994	493.340	
159.778	492.365	
159.561	491.390	
159.344	490.416	
159.126	489.441	
158.908	488.466	
158.689	487.492	
158.469	486.518	
158.249	485.544	
158.027	484.570	
157.805	483.596	
157.582	482.623	
157.357	481.650	
157.131	480.677	
156.903	479.705	
156.674	478.733	
156.444	477.761	
156.211	476.790	
155.976	475.819	
155.739	474.849	
155.499	473.880	
155.257	472.911	
155.011	471.943	
154.762	470.976	
154.509	470.010	
154.251	469.045	
153.988	468.082	
153.718	467.120	
153.442	466.161	
153.156	465.204	
152.860	464.250	
152.550	463.301	
152.228	462.355	
151.895	461.414	
151.557	460.474	
151.220	459.534	
150.891	458.591	
150.579	457.642	
150.289	456.687	
150.023	455.724	
149.780	454.756	
149.560	453.782	
149.359	452.803	
149.176	451.822	
149.006	450.838	
148.849	449.851	
148.701	448.864	
148.563	447.875	
148.434	446.884	
148.312	445.893	
148.197	444.901	
148.089	443.908	
147.987	442.915	
147.891	441.921	
147.801	440.926	
147.716	439.931	
147.636	438.936	
147.561	437.940	
147.491	436.944	
147.426	435.947	
147.366	434.950	
147.310	433.953	
147.259	432.956	
147.212	431.958	
147.170	430.961	
147.132	429.963	
147.099	428.965	
147.069	427.966	
147.045	426.968	
147.024	425.970	
147.008	424.971	
146.997	423.972	
146.989	422.974	
146.987	421.975	
146.989	420.976	
146.995	419.978	
147.006	418.979	
147.022	417.981	
147.042	416.982	
147.068	415.984	
147.098	414.986	
147.134	413.988	
147.175	412.990	
147.221	411.992	
147.273	410.995	
147.330	409.998	
147.394	409.001	
147.463	408.005	
147.538	407.009	
147.620	406.014	
147.708	405.019	
147.802	404.025	
147.902	403.031	
148.008	402.038	
148.121	401.046	
148.240	400.054	
148.364	399.064	
148.494	398.073	
148.630	397.084	
148.772	396.096	
148.919	395.108	
149.072	394.121	
149.230	393.135	
149.394	392.150	
149.563	391.165	
149.737	390.182	
149.916	389.200	
150.100	388.218	
150.289	387.237	
150.482	386.258	
150.680	385.279	
150.883	384.301	
151.090	383.324	
151.301	382.348	
151.516	381.373	
151.735	380.398	
151.958	379.425	
152.185	378.452	
152.414	377.480	
152.648	376.509	
152.884	375.539	
153.124	374.570	
153.366	373.601	
153.611	372.633	
153.859	371.665	
154.109	370.698	
154.361	369.732	
154.615	368.766	
154.871	367.801	
155.129	366.836	
155.389	365.872	
155.650	364.908	
155.912	363.944	
156.175	362.981	
156.439	362.018	
156.704	361.055	
156.969	360.092	
157.234	359.129	
157.500	358.167	
