 ,Value,
1,3811.263,
2,3689.777,
3,3561.101,
4,3586.033,
5,3697.659,
6,3743.557,
7,3715.548,
8,3853.206,
9,3921.434,
10,3800.922,
11,3714.149,
12,3687.289,
13,3764.716,
14,3695.204,
15,3632.847,
16,3645.524,
17,3647.621,
18,3674.190,
19,3673.139,
20,3600.380,
21,3574.635,
22,3585.176,
23,3536.094,
24,3524.500,
25,3583.954,
26,3547.385,
27,3636.475,
28,3658.015,
29,3646.388,
30,3709.234,
31,3775.909,
32,3807.510,
33,3826.611,
34,3883.541,
35,3841.168,
36,3936.158,
37,3962.852,
38,4065.803,
39,3981.076,
40,3940.034,
41,4007.360,
42,4053.946,
43,4024.390,
44,3791.131,
45,3870.541,
46,3764.160,
47,3799.602,
48,3837.395,
49,3886.775,
50,3982.818,
51,4016.325,
52,3918.619,
53,3939.058,
54,3741.529,
55,3689.491,
56,3654.750,
57,3669.310,
58,3625.167,
59,3691.275,
60,3738.940,
61,3686.532,
62,3679.509,
63,3815.088,
64,3883.317,
65,3858.392,
66,3794.034,
67,3694.443,
68,3765.512,
69,3698.505,
70,3749.136,
71,3706.767,
72,3771.423,
73,3818.718,
74,3822.448,
75,3753.876,
76,3588.461,
77,3579.697,
78,3603.760,
79,3617.640,
80,3645.101,
81,3657.331,
82,3617.771,
83,3616.946,
84,3694.787,
85,3637.054,
86,3620.488,
87,3626.063,
88,3595.631,
89,3606.879,
90,3601.299,
91,3574.609,
92,3545.877,
93,3562.252,
94,3529.524,
95,3486.408,
96,3498.105,
97,3528.347,
98,3613.140,
99,3524.877,
100,3612.988,
101,3524.773,
102,3584.399,
103,3556.273,
104,3588.994,
105,3576.642,
106,3603.489,
107,3560.543,
108,3536.115,
109,3528.501,
110,3571.151,
111,3623.086,
112,3532.523,
113,3525.072,
114,3617.835,
115,3550.528,
116,3556.162,
117,3546.819,
118,3563.122,
119,3547.451,
120,3512.037,
121,3536.348,
122,3642.006,
123,3627.257,
124,3666.492,
125,3615.641,
126,3649.885,
127,3607.661,
128,3579.608,
129,3571.857,
130,3587.792,
131,3573.224,
132,3632.035,
133,3568.938,
134,3598.226,
135,3580.352,
136,3492.675,
137,3542.456,
138,3583.797,
139,3638.937,
140,3619.619,
141,3583.871,
142,3565.430,
143,3580.235,
144,3534.514,
145,3554.752,
