 ,Value,
1,3648.850,
2,3771.695,
3,3837.819,
4,3849.791,
5,3809.800,
6,3722.632,
7,3641.676,
8,3636.279,
9,3598.296,
10,3539.764,
11,3516.388,
12,3574.641,
13,3620.581,
14,3581.133,
15,3605.981,
16,3612.590,
17,3605.373,
18,3638.331,
19,3635.362,
20,3608.189,
21,3665.577,
22,3597.504,
23,3589.348,
24,3614.810,
25,3661.891,
26,3689.849,
27,3654.654,
28,3763.069,
29,3813.244,
30,3842.135,
31,3764.577,
32,3701.516,
33,3624.828,
34,3700.618,
35,3677.234,
36,3796.251,
37,3775.764,
38,3751.655,
39,3699.874,
40,3726.328,
41,3823.767,
42,3959.334,
43,3870.735,
44,3915.317,
45,3836.604,
46,3898.058,
47,3817.190,
48,3827.374,
49,3739.796,
50,3805.913,
51,3872.553,
52,3960.572,
53,3962.341,
54,3927.925,
55,3917.943,
56,3816.037,
57,3867.446,
58,3814.215,
59,3701.401,
60,3783.733,
61,3698.750,
62,3808.821,
63,3767.853,
64,3914.807,
65,4026.317,
66,4097.236,
67,4357.434,
68,4537.367,
69,4421.963,
70,4220.236,
71,3970.666,
72,3803.444,
73,3796.396,
74,3834.035,
75,4024.029,
76,4164.272,
77,4200.350,
78,4191.443,
79,4135.630,
80,3944.886,
81,3734.863,
82,3687.306,
83,3696.534,
84,3595.451,
85,3681.229,
86,3664.224,
87,3619.317,
88,3633.341,
89,3650.412,
90,3661.167,
91,3702.598,
92,3670.027,
93,3745.429,
94,3780.643,
95,3722.910,
96,3797.438,
97,3798.470,
98,3829.071,
99,3831.688,
100,3811.169,
101,3772.795,
102,3664.712,
103,3634.562,
104,3677.160,
105,3643.938,
106,3676.888,
107,3638.739,
108,3676.028,
109,3667.929,
110,3650.652,
111,3631.389,
112,3694.676,
113,3670.475,
114,3644.183,
115,3636.803,
116,3661.844,
117,3673.707,
118,3640.694,
119,3681.311,
120,3655.506,
121,3694.071,
122,3716.364,
123,3717.803,
124,3668.113,
125,3710.763,
126,3700.795,
127,3654.916,
128,3521.833,
129,3517.418,
130,3618.161,
131,3662.216,
132,3699.781,
133,3722.259,
134,3649.664,
135,3679.876,
