X	Y	
162.833	555.833	
162.336	554.962	
161.839	554.090	
161.343	553.217	
160.849	552.344	
160.357	551.469	
159.868	550.593	
159.382	549.714	
158.900	548.834	
158.423	547.951	
157.950	547.066	
157.483	546.178	
157.021	545.287	
156.565	544.393	
156.116	543.495	
155.673	542.594	
155.238	541.690	
154.810	540.782	
154.389	539.871	
153.976	538.957	
153.571	538.038	
153.174	537.117	
152.785	536.192	
152.404	535.263	
152.031	534.331	
151.666	533.396	
151.308	532.459	
150.956	531.519	
150.611	530.577	
150.271	529.632	
149.937	528.686	
149.607	527.738	
149.283	526.788	
148.962	525.837	
148.646	524.885	
148.334	523.931	
148.025	522.976	
147.720	522.020	
147.417	521.063	
147.118	520.105	
146.822	519.146	
146.527	518.187	
146.235	517.227	
145.946	516.266	
145.658	515.304	
145.372	514.342	
145.087	513.380	
144.803	512.417	
144.521	511.454	
144.240	510.491	
143.959	509.527	
143.679	508.563	
143.400	507.600	
143.120	506.636	
142.840	505.672	
142.560	504.708	
142.280	503.744	
142.000	502.781	
141.720	501.817	
141.442	500.853	
141.167	499.888	
140.894	498.922	
140.627	497.954	
140.364	496.986	
140.108	496.015	
139.859	495.043	
139.618	494.069	
139.386	493.092	
139.164	492.114	
138.953	491.132	
138.754	490.149	
138.568	489.163	
138.394	488.174	
138.235	487.183	
138.090	486.190	
137.961	485.195	
137.846	484.198	
137.747	483.199	
137.665	482.199	
137.598	481.198	
137.548	480.195	
137.514	479.192	
137.495	478.189	
137.493	477.185	
137.506	476.182	
137.534	475.179	
137.577	474.176	
137.633	473.174	
137.701	472.173	
137.781	471.172	
137.871	470.173	
137.972	469.174	
138.082	468.177	
138.202	467.180	
138.331	466.185	
138.467	465.191	
138.611	464.197	
138.762	463.205	
138.920	462.214	
139.085	461.224	
139.255	460.235	
139.432	459.247	
139.614	458.260	
139.801	457.274	
139.993	456.289	
140.190	455.305	
140.391	454.322	
140.597	453.339	
140.806	452.358	
141.020	451.377	
141.236	450.397	
141.457	449.418	
141.680	448.440	
141.907	447.462	
142.136	446.485	
142.368	445.509	
142.603	444.533	
142.840	443.558	
143.080	442.583	
143.322	441.609	
143.565	440.636	
143.811	439.662	
144.058	438.690	
144.307	437.718	
144.558	436.746	
144.810	435.774	
145.063	434.803	
145.318	433.832	
145.573	432.862	
145.830	431.892	
146.087	430.922	
146.345	429.952	
146.604	428.982	
146.864	428.013	
147.124	427.043	
147.384	426.074	
147.645	425.105	
147.906	424.136	
148.167	423.167	
