 ,Value,
1,3740.254,
2,3794.636,
3,3937.465,
4,3888.810,
5,3839.958,
6,3813.972,
7,3843.655,
8,3703.006,
9,3713.460,
10,3755.668,
11,3640.217,
12,3610.268,
13,3647.013,
14,3549.128,
15,3575.484,
16,3580.172,
17,3667.809,
18,3631.629,
19,3672.019,
20,3648.143,
21,3634.636,
22,3704.373,
23,3856.244,
24,3906.820,
25,3830.609,
26,3900.595,
27,3808.784,
28,3739.088,
29,3827.627,
30,3854.520,
31,3928.848,
32,4017.096,
33,3953.701,
34,3900.990,
35,3897.967,
36,3818.109,
37,3713.238,
38,3723.265,
39,3741.571,
40,3804.081,
41,3828.865,
42,3824.144,
43,3943.984,
44,3863.250,
45,3795.348,
46,3845.311,
47,3859.958,
48,3967.596,
49,3867.274,
50,3864.198,
51,3757.162,
52,3729.731,
53,3635.217,
54,3673.692,
55,3854.373,
56,3865.795,
57,3937.651,
58,3917.372,
59,3847.564,
60,3765.520,
61,3752.824,
62,3724.191,
63,3749.607,
64,3785.228,
65,3760.147,
66,3865.192,
67,4025.375,
68,4209.564,
69,4175.679,
70,3975.937,
71,3806.493,
72,3763.030,
73,3717.243,
74,3750.100,
75,3744.157,
76,3848.033,
77,3843.093,
78,4006.405,
79,3869.022,
80,3758.140,
81,3781.360,
82,3837.028,
83,3686.451,
84,3579.810,
85,3607.261,
86,3677.359,
87,3614.850,
88,3583.269,
89,3546.466,
90,3506.298,
91,3560.574,
92,3593.300,
93,3557.730,
94,3565.789,
95,3531.198,
96,3585.416,
97,3616.205,
98,3633.936,
99,3628.794,
100,3733.927,
101,3591.196,
102,3590.497,
103,3612.657,
104,3646.367,
105,3726.042,
106,3665.971,
107,3588.486,
108,3568.202,
109,3602.986,
110,3594.627,
111,3575.766,
112,3607.232,
113,3607.479,
114,3638.820,
115,3647.356,
116,3574.983,
117,3681.885,
118,3640.452,
119,3598.514,
120,3641.881,
121,3589.478,
122,3661.560,
123,3621.632,
124,3586.580,
125,3614.597,
126,3595.741,
127,3655.086,
128,3691.270,
129,3610.447,
130,3624.154,
131,3649.411,
132,3568.633,
133,3604.390,
134,3576.189,
135,3581.646,
136,3626.217,
137,3661.266,
138,3687.069,
139,3620.724,
140,3576.604,
141,3610.321,
142,3614.630,
143,3615.316,
144,3634.249,
145,3584.266,
146,3639.097,
147,3597.904,
