 ,Value,
1,3953.556,
2,3987.053,
3,4023.769,
4,4041.154,
5,3893.996,
6,3863.106,
7,3700.268,
8,3686.964,
9,3706.813,
10,3697.018,
11,3655.841,
12,3699.751,
13,3720.589,
14,3663.883,
15,3691.625,
16,3705.259,
17,3738.855,
18,3667.521,
19,3713.772,
20,3779.385,
21,3674.460,
22,3680.199,
23,3712.921,
24,3647.210,
25,3774.968,
26,3832.156,
27,3851.260,
28,3796.542,
29,3766.177,
30,3708.285,
31,3742.606,
32,3685.498,
33,3669.704,
34,3681.642,
35,3677.825,
36,3700.060,
37,3737.431,
38,3733.032,
39,3671.351,
40,3728.437,
41,3866.267,
42,3890.262,
43,3965.372,
44,3884.046,
45,3852.705,
46,3776.001,
47,3704.961,
48,3762.412,
49,3746.988,
50,3844.982,
51,3766.498,
52,3873.451,
53,3943.212,
54,3926.993,
55,3925.282,
56,3964.414,
57,4007.320,
58,3970.866,
59,3924.671,
60,4010.150,
61,4071.405,
62,3980.983,
63,3859.017,
64,3917.478,
65,3928.099,
66,4099.677,
67,4265.544,
68,4296.721,
69,4124.373,
70,3959.816,
71,3915.967,
72,3839.233,
73,3889.184,
74,3896.261,
75,3918.878,
76,3897.363,
77,3824.308,
78,3821.480,
79,3831.507,
80,3776.124,
81,3759.898,
82,3770.536,
83,3755.750,
84,3741.654,
85,3708.411,
86,3753.815,
87,3724.929,
88,3737.652,
89,3737.639,
90,3841.760,
91,3886.119,
92,3888.418,
93,3941.342,
94,3846.245,
95,3932.225,
96,3926.268,
97,3741.189,
98,3678.577,
99,3767.848,
100,3749.901,
101,3741.139,
102,3700.184,
103,3677.256,
104,3614.893,
105,3661.041,
106,3672.390,
107,3592.673,
108,3666.328,
109,3750.045,
110,3726.446,
111,3750.319,
112,3662.763,
113,3656.299,
114,3725.153,
115,3731.032,
116,3653.339,
117,3731.519,
118,3767.421,
119,3750.293,
120,3752.813,
121,3663.698,
122,3693.527,
123,3724.729,
124,3666.448,
125,3686.835,
126,3615.032,
127,3633.955,
128,3603.006,
129,3592.288,
130,3647.850,
131,3598.824,
132,3617.550,
133,3652.014,
134,3679.281,
135,3684.977,
136,3594.970,
137,3629.801,
138,3699.881,
139,3694.929,
140,3622.047,
141,3653.979,
142,3566.882,
143,3611.445,
144,3519.712,
145,3514.730,
146,3525.765,
147,3508.018,
