 ,Value,
1,3709.073,
2,3690.240,
3,3592.618,
4,3699.143,
5,3707.152,
6,3765.614,
7,3773.769,
8,3817.546,
9,3793.300,
10,3866.995,
11,3774.772,
12,3705.222,
13,3574.641,
14,3583.531,
15,3555.593,
16,3545.690,
17,3494.703,
18,3558.991,
19,3502.528,
20,3548.518,
21,3581.501,
22,3659.630,
23,3667.645,
24,3721.087,
25,3646.312,
26,3697.277,
27,3701.652,
28,3679.560,
29,3676.641,
30,3801.645,
31,3918.274,
32,3820.455,
33,3838.122,
34,3882.466,
35,3794.127,
36,3746.218,
37,3671.356,
38,3621.257,
39,3606.413,
40,3670.122,
41,3649.129,
42,3695.202,
43,3622.394,
44,3603.737,
45,3639.243,
46,3622.624,
47,3776.969,
48,3798.808,
49,3821.427,
50,3849.106,
51,3814.127,
52,3769.893,
53,3771.688,
54,3698.743,
55,3595.567,
56,3584.768,
57,3666.632,
58,3649.012,
59,3636.691,
60,3651.720,
61,3741.131,
62,3726.588,
63,3630.151,
64,3582.228,
65,3631.736,
66,3695.214,
67,3626.803,
68,3602.469,
69,3605.333,
70,3632.802,
71,3592.027,
72,3584.939,
73,3599.114,
74,3581.415,
75,3576.455,
76,3548.521,
77,3564.982,
78,3564.207,
79,3629.629,
80,3611.164,
81,3539.862,
82,3577.051,
83,3562.019,
84,3473.742,
85,3537.596,
86,3651.128,
87,3650.489,
88,3569.328,
89,3518.323,
90,3502.970,
91,3541.036,
92,3507.623,
93,3630.366,
94,3523.858,
95,3526.384,
96,3499.731,
97,3525.414,
98,3492.650,
99,3512.723,
100,3534.072,
101,3548.703,
102,3527.172,
103,3566.331,
104,3511.607,
105,3576.749,
106,3571.515,
107,3545.989,
108,3527.170,
109,3572.405,
110,3545.295,
111,3539.992,
112,3572.488,
113,3505.267,
114,3594.363,
115,3543.312,
116,3519.132,
117,3551.081,
118,3468.108,
119,3493.115,
120,3495.217,
121,3542.572,
122,3569.830,
123,3586.623,
124,3541.097,
125,3567.621,
126,3599.681,
127,3573.904,
128,3506.586,
129,3547.116,
130,3532.039,
131,3567.039,
132,3497.842,
133,3491.711,
134,3552.729,
135,3502.869,
136,3459.881,
137,3450.385,
