 ,Value,
1,3641.888,
2,3806.266,
3,3790.182,
4,3813.792,
5,3933.213,
6,3889.762,
7,3768.529,
8,3789.373,
9,3760.504,
10,3604.598,
11,3663.669,
12,3711.795,
13,3730.689,
14,3700.802,
15,3624.867,
16,3575.113,
17,3580.238,
18,3523.463,
19,3615.171,
20,3655.696,
21,3606.850,
22,3575.817,
23,3558.260,
24,3547.955,
25,3619.654,
26,3609.848,
27,3630.833,
28,3679.499,
29,3699.166,
30,3634.378,
31,3601.282,
32,3659.395,
33,3639.922,
34,3614.036,
35,3605.717,
36,3594.609,
37,3658.570,
38,3641.120,
39,3678.495,
40,3911.006,
41,3858.689,
42,3897.950,
43,3893.062,
44,3881.721,
45,3848.711,
46,3776.340,
47,3761.077,
48,3777.737,
49,3723.024,
50,3720.474,
51,3664.538,
52,3696.411,
53,3719.478,
54,3785.399,
55,3720.313,
56,3640.064,
57,3694.938,
58,3695.167,
59,3656.858,
60,3662.094,
61,3715.646,
62,3659.953,
63,3677.693,
64,3740.282,
65,3968.453,
66,4146.270,
67,4357.329,
68,4515.344,
69,4515.919,
70,4458.691,
71,4329.631,
72,4232.265,
73,4073.007,
74,3926.625,
75,3870.788,
76,3808.249,
77,3749.696,
78,3694.743,
79,3748.760,
80,3853.671,
81,3693.337,
82,3738.805,
83,3685.373,
84,3649.453,
85,3574.843,
86,3602.398,
87,3629.395,
88,3697.812,
89,3726.267,
90,3852.519,
91,3847.681,
92,3958.952,
93,3984.844,
94,3926.293,
95,4068.771,
96,3984.158,
97,3781.531,
98,3678.616,
99,3711.837,
100,3652.737,
101,3709.039,
102,3723.645,
103,3702.485,
104,3790.073,
105,3760.122,
106,3728.200,
107,3696.997,
108,3709.454,
109,3678.735,
110,3772.229,
111,3644.703,
112,3694.591,
113,3726.733,
114,3676.367,
115,3598.327,
116,3643.821,
117,3682.302,
118,3716.076,
119,3646.449,
120,3618.501,
121,3776.813,
122,3821.561,
123,3766.071,
124,3768.188,
125,3698.764,
126,3691.958,
127,3690.015,
128,3675.530,
129,3602.346,
130,3636.745,
131,3751.378,
132,3724.310,
133,3653.370,
134,3601.914,
135,3655.084,
136,3609.151,
137,3640.072,
138,3543.926,
139,3576.275,
140,3669.416,
141,3682.989,
142,3682.959,
143,3801.683,
144,3854.879,
145,3777.172,
146,3712.930,
147,3633.561,
148,3724.239,
149,3645.301,
150,3770.980,
151,3765.977,
