 ,Value,
1,3756.634,
2,3755.173,
3,3744.709,
4,3758.785,
5,3858.254,
6,4020.314,
7,4186.739,
8,4108.609,
9,3972.567,
10,3898.925,
11,3880.536,
12,3796.739,
13,3764.695,
14,3716.059,
15,3636.302,
16,3688.352,
17,3688.593,
18,3683.945,
19,3732.601,
20,3660.796,
21,3594.925,
22,3692.904,
23,3789.510,
24,3813.968,
25,3741.671,
26,3797.003,
27,3832.852,
28,3796.683,
29,3785.064,
30,3885.674,
31,3927.858,
32,3861.229,
33,3940.951,
34,3962.659,
35,3868.926,
36,3947.625,
37,3883.335,
38,3776.960,
39,3838.521,
40,3883.403,
41,3861.378,
42,3924.402,
43,3948.293,
44,3908.414,
45,3827.897,
46,3817.461,
47,3948.218,
48,3959.426,
49,3870.288,
50,3791.511,
51,3842.483,
52,3737.301,
53,3739.227,
54,3788.344,
55,3847.275,
56,3769.764,
57,3797.964,
58,3803.483,
59,3883.903,
60,3741.594,
61,3783.407,
62,3731.510,
63,3785.936,
64,3987.014,
65,4094.258,
66,4189.644,
67,4249.470,
68,4234.633,
69,4184.198,
70,3950.994,
71,3897.529,
72,3810.070,
73,3786.132,
74,3836.049,
75,3831.816,
76,3872.758,
77,4017.469,
78,4057.177,
79,4095.305,
80,3932.339,
81,3773.477,
82,3773.772,
83,3729.124,
84,3749.915,
85,3691.577,
86,3646.342,
87,3530.397,
88,3494.572,
89,3586.339,
90,3582.246,
91,3529.256,
92,3582.740,
93,3646.322,
94,3610.963,
95,3615.214,
96,3715.731,
97,3667.524,
98,3617.479,
99,3654.530,
100,3651.478,
101,3638.374,
102,3688.269,
103,3704.923,
104,3680.855,
105,3689.658,
106,3636.578,
107,3644.403,
108,3689.137,
109,3587.229,
110,3667.389,
111,3613.025,
112,3638.885,
113,3622.938,
114,3621.026,
115,3649.304,
116,3678.572,
117,3664.898,
118,3599.769,
119,3580.883,
120,3535.644,
121,3641.855,
122,3619.945,
123,3704.814,
124,3651.181,
125,3652.703,
126,3646.924,
127,3661.760,
128,3604.152,
129,3603.375,
130,3613.888,
131,3550.149,
132,3658.734,
133,3658.479,
134,3642.874,
135,3582.084,
136,3618.873,
137,3635.102,
138,3634.171,
139,3632.754,
140,3686.497,
141,3701.657,
142,3612.337,
143,3672.029,
144,3616.875,
145,3655.575,
146,3668.085,
147,3646.023,
