 ,Value,
1,4100.973,
2,3865.521,
3,3771.691,
4,3722.366,
5,3663.261,
6,3709.352,
7,3764.124,
8,3746.954,
9,3726.782,
10,3742.813,
11,3710.503,
12,3725.084,
13,3662.158,
14,3675.675,
15,3645.102,
16,3702.725,
17,3691.035,
18,3828.461,
19,3757.315,
20,3761.895,
21,3723.117,
22,3692.324,
23,3764.145,
24,3799.767,
25,3775.631,
26,3842.199,
27,3814.807,
28,3756.605,
29,3739.993,
30,3678.199,
31,3764.295,
32,3776.175,
33,3856.644,
34,3839.560,
35,3784.168,
36,3729.889,
37,3674.476,
38,3852.597,
39,3997.067,
40,4002.337,
41,3859.355,
42,3776.087,
43,3713.052,
44,3718.585,
45,3728.363,
46,3796.285,
47,3769.843,
48,3929.146,
49,3859.579,
50,3940.399,
51,3940.125,
52,3911.422,
53,3817.847,
54,3803.589,
55,3797.877,
56,3937.605,
57,4057.215,
58,4078.034,
59,4052.939,
60,4055.628,
61,4059.030,
62,4095.147,
63,4127.630,
64,4202.311,
65,4168.586,
66,3952.588,
67,3939.119,
68,3919.331,
69,3916.193,
70,3921.470,
71,3990.220,
72,4043.455,
73,4067.737,
74,3896.226,
75,3956.931,
76,3945.394,
77,3752.274,
78,3696.561,
79,3688.283,
80,3732.730,
81,3601.423,
82,3665.721,
83,3739.064,
84,3678.778,
85,3721.053,
86,3709.131,
87,3809.282,
88,3857.862,
89,3891.855,
90,3823.056,
91,3910.917,
92,3944.352,
93,3900.779,
94,3824.082,
95,3791.218,
96,3718.460,
97,3709.115,
98,3738.866,
99,3647.755,
100,3711.586,
101,3688.064,
102,3723.712,
103,3741.851,
104,3720.311,
105,3670.664,
106,3619.795,
107,3614.307,
108,3693.341,
109,3695.444,
110,3706.283,
111,3710.148,
112,3610.382,
113,3605.233,
114,3680.827,
115,3760.886,
116,3739.183,
117,3714.401,
118,3637.816,
119,3743.127,
120,3655.503,
121,3627.363,
122,3553.727,
123,3641.692,
124,3716.317,
125,3653.544,
126,3651.339,
127,3678.075,
128,3630.944,
129,3642.427,
130,3692.822,
131,3620.696,
132,3653.071,
133,3599.339,
134,3571.865,
135,3556.720,
136,3651.517,
