 ,Value,
1,3968.868,
2,3888.733,
3,3910.560,
4,3862.389,
5,3730.975,
6,3622.933,
7,3651.745,
8,3724.171,
9,3753.784,
10,3808.298,
11,3770.371,
12,3691.450,
13,3689.015,
14,3652.394,
15,3747.353,
16,3764.279,
17,3680.412,
18,3740.294,
19,3718.487,
20,3687.611,
21,3747.325,
22,3787.186,
23,3785.321,
24,3786.437,
25,3905.770,
26,3876.256,
27,3761.407,
28,3733.502,
29,3811.786,
30,3714.148,
31,3689.578,
32,3746.670,
33,3821.011,
34,3753.037,
35,3671.124,
36,3795.116,
37,3820.073,
38,3704.394,
39,3780.075,
40,3947.745,
41,3979.590,
42,4013.314,
43,3854.071,
44,3803.077,
45,3785.096,
46,3698.688,
47,3700.086,
48,3821.408,
49,3769.000,
50,3775.063,
51,3807.679,
52,3880.442,
53,3732.474,
54,3783.936,
55,3782.946,
56,3791.025,
57,3922.028,
58,3893.845,
59,3890.489,
60,3932.702,
61,3989.910,
62,4076.675,
63,3929.189,
64,3941.198,
65,4096.946,
66,4156.472,
67,4311.156,
68,4080.929,
69,4041.438,
70,3860.637,
71,3876.100,
72,3911.701,
73,3913.271,
74,4004.639,
75,4003.446,
76,3945.238,
77,3886.306,
78,3746.696,
79,3724.644,
80,3742.370,
81,3671.460,
82,3713.646,
83,3752.123,
84,3812.921,
85,3655.368,
86,3671.356,
87,3718.952,
88,3789.125,
89,3794.934,
90,3901.168,
91,3906.282,
92,3959.552,
93,3984.152,
94,3897.692,
95,3931.445,
96,3833.850,
97,3748.726,
98,3684.075,
99,3694.820,
100,3831.212,
101,3772.482,
102,3749.612,
103,3755.637,
104,3755.492,
105,3733.445,
106,3622.188,
107,3681.859,
108,3733.170,
109,3600.863,
110,3669.254,
111,3742.800,
112,3639.624,
113,3680.567,
114,3728.845,
115,3688.140,
116,3813.813,
117,3735.554,
118,3746.885,
119,3699.712,
120,3749.592,
121,3749.749,
122,3666.312,
123,3642.575,
124,3612.502,
125,3700.327,
126,3696.902,
127,3673.958,
128,3568.047,
129,3704.482,
130,3640.246,
131,3732.841,
132,3737.677,
133,3727.642,
134,3712.544,
135,3588.344,
136,3610.824,
137,3671.580,
138,3642.447,
139,3606.021,
140,3582.850,
141,3593.752,
142,3569.531,
143,3531.648,
144,3504.247,
