X	Y	
160.500	542.500	
160.166	541.559	
159.831	540.619	
159.496	539.679	
159.158	538.740	
158.819	537.801	
158.478	536.863	
158.133	535.926	
157.785	534.990	
157.434	534.056	
157.078	533.123	
156.718	532.193	
156.354	531.263	
155.984	530.336	
155.608	529.411	
155.228	528.489	
154.841	527.568	
154.449	526.651	
154.050	525.736	
153.645	524.823	
153.234	523.914	
152.817	523.007	
152.396	522.102	
151.971	521.198	
151.543	520.297	
151.114	519.396	
150.683	518.495	
150.252	517.595	
149.822	516.694	
149.393	515.793	
148.965	514.891	
148.539	513.988	
148.117	513.084	
147.697	512.178	
147.282	511.270	
146.871	510.361	
146.464	509.449	
146.063	508.535	
145.668	507.619	
145.278	506.700	
144.894	505.778	
144.518	504.854	
144.148	503.927	
143.785	502.997	
143.430	502.064	
143.083	501.128	
142.743	500.190	
142.412	499.248	
142.089	498.303	
141.775	497.356	
141.470	496.406	
141.174	495.452	
140.886	494.497	
140.607	493.538	
140.337	492.577	
140.075	491.614	
139.821	490.649	
139.575	489.682	
139.338	488.712	
139.108	487.741	
138.887	486.767	
138.673	485.792	
138.468	484.815	
138.270	483.837	
138.080	482.857	
137.898	481.876	
137.724	480.893	
137.558	479.909	
137.400	478.923	
137.250	477.936	
137.107	476.948	
136.973	475.959	
136.847	474.969	
136.728	473.978	
136.618	472.986	
136.516	471.993	
136.422	470.999	
136.337	470.005	
136.260	469.009	
136.191	468.014	
136.132	467.017	
136.080	466.020	
136.038	465.023	
136.004	464.026	
135.980	463.028	
135.964	462.030	
135.958	461.032	
135.962	460.033	
135.974	459.035	
135.997	458.037	
136.030	457.040	
136.072	456.043	
136.125	455.046	
136.188	454.050	
136.262	453.054	
136.346	452.060	
136.442	451.066	
136.549	450.074	
136.668	449.083	
136.797	448.093	
136.940	447.105	
137.094	446.119	
137.259	445.134	
137.436	444.152	
137.625	443.172	
137.824	442.194	
138.034	441.218	
138.255	440.245	
138.487	439.274	
138.729	438.305	
138.980	437.339	
139.241	436.376	
139.512	435.415	
139.792	434.457	
140.081	433.502	
140.378	432.549	
140.684	431.599	
140.998	430.651	
141.319	429.706	
141.649	428.764	
141.985	427.824	
142.328	426.887	
142.679	425.952	
143.035	425.020	
143.398	424.090	
143.766	423.162	
144.141	422.237	
144.520	421.314	
144.905	420.393	
145.295	419.474	
145.689	418.557	
146.087	417.642	
146.489	416.728	
146.895	415.816	
147.305	414.906	
147.718	413.997	
148.134	413.090	
148.552	412.184	
148.973	411.279	
149.397	410.375	
149.822	409.472	
150.249	408.569	
150.677	407.668	
151.107	406.767	
151.538	405.866	
151.969	404.966	
152.401	404.066	
152.833	403.167	
