X	Y	
159.500	478.500	
159.249	477.534	
158.998	476.569	
158.747	475.603	
158.496	474.637	
158.244	473.672	
157.991	472.707	
157.738	471.742	
157.483	470.777	
157.227	469.813	
156.971	468.849	
156.712	467.885	
156.452	466.922	
156.191	465.959	
155.927	464.996	
155.661	464.035	
155.393	463.074	
155.122	462.114	
154.848	461.154	
154.571	460.196	
154.290	459.238	
154.005	458.282	
153.716	457.327	
153.423	456.373	
153.124	455.422	
152.819	454.471	
152.508	453.524	
152.189	452.578	
151.865	451.635	
151.534	450.693	
151.200	449.753	
150.862	448.814	
150.522	447.876	
150.183	446.938	
149.845	445.999	
149.510	445.059	
149.179	444.118	
148.853	443.175	
148.534	442.230	
148.221	441.282	
147.916	440.332	
147.619	439.380	
147.331	438.425	
147.050	437.467	
146.777	436.507	
146.512	435.546	
146.255	434.581	
146.006	433.616	
145.763	432.648	
145.526	431.679	
145.296	430.708	
145.072	429.736	
144.853	428.762	
144.640	427.787	
144.433	426.811	
144.231	425.834	
144.034	424.856	
143.843	423.877	
143.657	422.896	
143.476	421.915	
143.300	420.933	
143.130	419.950	
142.964	418.966	
142.804	417.981	
142.648	416.996	
142.498	416.010	
142.353	415.022	
142.213	414.035	
142.078	413.046	
141.948	412.057	
141.824	411.067	
141.705	410.076	
141.591	409.085	
141.484	408.093	
141.381	407.100	
141.284	406.107	
141.193	405.114	
141.108	404.120	
141.028	403.125	
140.955	402.130	
140.888	401.135	
140.827	400.139	
140.773	399.143	
140.725	398.146	
140.684	397.149	
140.650	396.152	
140.623	395.155	
140.603	394.157	
140.591	393.159	
140.586	392.162	
140.590	391.164	
140.601	390.166	
140.621	389.169	
140.649	388.171	
140.687	387.174	
140.733	386.178	
140.789	385.181	
140.856	384.186	
140.932	383.191	
141.018	382.197	
141.114	381.204	
141.220	380.212	
141.336	379.221	
141.461	378.231	
141.596	377.243	
141.741	376.255	
141.895	375.270	
142.058	374.285	
142.230	373.303	
142.412	372.321	
142.602	371.342	
142.800	370.364	
143.008	369.388	
143.223	368.414	
143.446	367.442	
143.678	366.471	
143.917	365.502	
144.163	364.536	
144.417	363.571	
144.678	362.608	
144.946	361.646	
145.220	360.687	
145.500	359.730	
145.787	358.774	
146.080	357.820	
146.378	356.868	
146.682	355.918	
146.990	354.969	
147.304	354.022	
147.623	353.076	
147.945	352.132	
148.272	351.189	
148.603	350.248	
148.938	349.308	
149.276	348.369	
149.617	347.432	
149.960	346.495	
150.307	345.559	
150.656	344.625	
151.007	343.691	
151.360	342.757	
151.714	341.825	
152.070	340.892	
152.426	339.961	
152.784	339.029	
153.142	338.098	
153.500	337.167	
