 ,Value,
1,3839.817,
2,3956.775,
3,4019.077,
4,4032.432,
5,4017.716,
6,4029.315,
7,3842.499,
8,3695.987,
9,3679.004,
10,3582.505,
11,3600.970,
12,3602.390,
13,3583.862,
14,3592.937,
15,3600.461,
16,3705.663,
17,3663.775,
18,3646.334,
19,3606.521,
20,3622.189,
21,3595.114,
22,3775.466,
23,3653.843,
24,3619.150,
25,3518.454,
26,3648.243,
27,3681.671,
28,3706.050,
29,3755.986,
30,3780.087,
31,3729.832,
32,3730.534,
33,3721.758,
34,3667.413,
35,3670.564,
36,3736.231,
37,3768.379,
38,3794.128,
39,3862.528,
40,3929.080,
41,3842.093,
42,3905.583,
43,3997.148,
44,4006.864,
45,4044.838,
46,4041.205,
47,3910.130,
48,3891.018,
49,3764.249,
50,3764.375,
51,3742.159,
52,3740.672,
53,3787.194,
54,3742.430,
55,3733.754,
56,3726.832,
57,3794.200,
58,3780.865,
59,3781.694,
60,3833.019,
61,3995.347,
62,4090.294,
63,4057.828,
64,4152.350,
65,4221.961,
66,4195.935,
67,4242.151,
68,4013.531,
69,4073.762,
70,4003.166,
71,3893.670,
72,3817.114,
73,3810.113,
74,3895.896,
75,3921.120,
76,4010.134,
77,4200.158,
78,4043.494,
79,3958.597,
80,3824.971,
81,3692.361,
82,3685.775,
83,3656.731,
84,3618.138,
85,3653.755,
86,3649.609,
87,3604.464,
88,3673.818,
89,3693.005,
90,3621.774,
91,3691.758,
92,3643.280,
93,3671.643,
94,3615.671,
95,3553.271,
96,3588.504,
97,3705.087,
98,3725.985,
99,3665.040,
100,3744.921,
101,3639.296,
102,3645.956,
103,3581.264,
104,3618.026,
105,3658.393,
106,3595.655,
107,3631.610,
108,3586.191,
109,3604.742,
110,3679.061,
111,3614.079,
112,3625.198,
113,3630.851,
114,3585.879,
115,3615.940,
116,3601.214,
117,3640.624,
118,3675.732,
119,3694.088,
120,3655.880,
121,3646.959,
122,3675.056,
123,3562.855,
124,3565.990,
125,3561.104,
126,3691.445,
127,3576.761,
128,3623.765,
129,3599.143,
130,3656.959,
131,3646.748,
132,3536.159,
133,3511.876,
134,3543.299,
135,3636.248,
136,3610.657,
137,3649.959,
