 ,Value,
1,3779.928,
2,3893.675,
3,3952.747,
4,3892.819,
5,3817.764,
6,3812.761,
7,3766.181,
8,3707.958,
9,3708.224,
10,3634.259,
11,3694.403,
12,3726.793,
13,3639.093,
14,3635.513,
15,3594.564,
16,3571.591,
17,3626.953,
18,3590.421,
19,3613.591,
20,3676.790,
21,3677.540,
22,3664.450,
23,3612.609,
24,3622.920,
25,3661.935,
26,3694.138,
27,3804.767,
28,3818.038,
29,3900.909,
30,3872.125,
31,3850.333,
32,3940.839,
33,3948.409,
34,4043.717,
35,4014.229,
36,4071.048,
37,3907.628,
38,3894.624,
39,3793.633,
40,3795.605,
41,3888.239,
42,3824.763,
43,3796.543,
44,3836.591,
45,3837.575,
46,3880.027,
47,3897.609,
48,3755.769,
49,3854.211,
50,3933.612,
51,3948.042,
52,3764.260,
53,3776.263,
54,3829.615,
55,3735.140,
56,3712.871,
57,3707.093,
58,3759.445,
59,3893.895,
60,3984.499,
61,3882.589,
62,3746.510,
63,3658.854,
64,3699.289,
65,3669.833,
66,3711.075,
67,3784.386,
68,3793.372,
69,3823.288,
70,3901.789,
71,3854.265,
72,3794.897,
73,3753.193,
74,3689.021,
75,3697.304,
76,3647.282,
77,3600.685,
78,3669.645,
79,3601.597,
80,3677.738,
81,3658.806,
82,3654.343,
83,3711.175,
84,3662.858,
85,3673.055,
86,3705.406,
87,3597.904,
88,3556.448,
89,3582.155,
90,3584.789,
91,3526.918,
92,3525.352,
93,3503.074,
94,3503.711,
95,3495.081,
96,3526.669,
97,3528.338,
98,3517.472,
99,3468.585,
100,3560.630,
101,3553.906,
102,3515.997,
103,3591.856,
104,3569.824,
105,3593.990,
106,3602.851,
107,3578.808,
108,3563.870,
109,3554.020,
110,3566.102,
111,3619.542,
112,3593.493,
113,3589.479,
114,3619.034,
115,3585.902,
116,3563.776,
117,3614.174,
118,3534.734,
119,3595.140,
120,3609.043,
121,3557.996,
122,3520.474,
123,3604.706,
124,3587.520,
125,3558.870,
126,3527.489,
127,3603.531,
128,3582.762,
129,3581.627,
130,3634.092,
131,3537.898,
132,3572.033,
133,3561.943,
134,3535.006,
135,3545.403,
136,3515.404,
137,3576.032,
138,3627.425,
139,3591.515,
140,3581.637,
141,3597.820,
142,3621.885,
143,3534.809,
144,3551.978,
145,3595.790,
146,3554.121,
