X	Y	
162.167	508.833	
161.975	507.850	
161.783	506.867	
161.591	505.883	
161.399	504.900	
161.205	503.917	
161.011	502.935	
160.815	501.952	
160.617	500.970	
160.418	499.988	
160.218	499.007	
160.014	498.026	
159.809	497.045	
159.600	496.065	
159.389	495.086	
159.174	494.107	
158.956	493.130	
158.734	492.153	
158.507	491.177	
158.275	490.202	
158.038	489.229	
157.796	488.257	
157.547	487.286	
157.292	486.318	
157.029	485.351	
156.758	484.386	
156.478	483.425	
156.188	482.466	
155.889	481.509	
155.582	480.556	
155.268	479.604	
154.947	478.655	
154.621	477.708	
154.290	476.762	
153.957	475.818	
153.623	474.873	
153.289	473.929	
152.956	472.984	
152.625	472.038	
152.298	471.091	
151.976	470.143	
151.660	469.192	
151.349	468.240	
151.046	467.285	
150.750	466.328	
150.461	465.368	
150.181	464.407	
149.908	463.443	
149.643	462.476	
149.386	461.508	
149.136	460.538	
148.895	459.566	
148.661	458.591	
148.435	457.616	
148.216	456.638	
148.006	455.658	
147.803	454.677	
147.608	453.695	
147.420	452.711	
147.241	451.725	
147.070	450.738	
146.907	449.749	
146.751	448.760	
146.604	447.769	
146.466	446.777	
146.335	445.783	
146.213	444.789	
146.099	443.794	
145.993	442.797	
145.896	441.800	
145.808	440.802	
145.729	439.804	
145.658	438.804	
145.597	437.804	
145.544	436.804	
145.500	435.803	
145.465	434.802	
145.440	433.800	
145.425	432.799	
145.418	431.797	
145.421	430.795	
145.434	429.793	
145.457	428.792	
145.489	427.790	
145.531	426.789	
145.584	425.789	
145.645	424.789	
145.716	423.790	
145.796	422.791	
145.884	421.793	
145.980	420.796	
146.085	419.800	
146.198	418.804	
146.317	417.810	
146.445	416.816	
146.580	415.823	
146.721	414.831	
146.869	413.841	
147.023	412.851	
147.184	411.862	
147.351	410.874	
147.523	409.887	
147.701	408.901	
147.884	407.916	
148.073	406.932	
148.266	405.949	
148.465	404.967	
148.668	403.986	
148.875	403.006	
149.087	402.027	
149.303	401.049	
149.523	400.072	
149.747	399.095	
149.975	398.119	
150.206	397.145	
150.441	396.171	
150.679	395.198	
150.919	394.225	
151.164	393.253	
151.410	392.283	
151.660	391.312	
151.912	390.343	
152.167	389.374	
152.424	388.406	
152.683	387.438	
152.945	386.471	
153.208	385.504	
153.473	384.538	
153.740	383.572	
154.009	382.607	
154.279	381.643	
154.551	380.678	
154.824	379.715	
155.098	378.751	
155.374	377.788	
155.650	376.825	
155.927	375.862	
156.206	374.900	
156.484	373.937	
156.764	372.975	
157.044	372.013	
157.324	371.052	
157.605	370.090	
157.886	369.128	
158.167	368.167	
