 ,Value,
1,3673.183,
2,3619.965,
3,3635.540,
4,3654.795,
5,3687.997,
6,3621.529,
7,3687.911,
8,3732.626,
9,3697.880,
10,3679.074,
11,3662.939,
12,3689.699,
13,3725.923,
14,3553.294,
15,3607.979,
16,3582.061,
17,3577.842,
18,3677.173,
19,3639.761,
20,3620.747,
21,3627.056,
22,3588.848,
23,3625.593,
24,3631.415,
25,3591.061,
26,3613.837,
27,3615.041,
28,3588.920,
29,3604.624,
30,3656.938,
31,3706.282,
32,3713.401,
33,3677.054,
34,3697.755,
35,3769.365,
36,3743.558,
37,3764.681,
38,3837.171,
39,3922.570,
40,3932.845,
41,3862.341,
42,3788.413,
43,3747.568,
44,3746.986,
45,3716.935,
46,3680.293,
47,3676.547,
48,3680.812,
49,3745.504,
50,3889.713,
51,4003.447,
52,3958.863,
53,3994.019,
54,3976.185,
55,3786.690,
56,3825.325,
57,3703.493,
58,3665.182,
59,3661.753,
60,3621.819,
61,3601.063,
62,3702.377,
63,3776.242,
64,3767.247,
65,3785.638,
66,3707.856,
67,3642.152,
68,3612.199,
69,3594.660,
70,3618.620,
71,3607.162,
72,3661.419,
73,3570.633,
74,3649.298,
75,3554.597,
76,3656.759,
77,3624.754,
78,3609.314,
79,3644.866,
80,3583.755,
81,3643.822,
82,3680.987,
83,3565.178,
84,3636.711,
85,3652.497,
86,3617.660,
87,3648.954,
88,3557.912,
89,3586.526,
90,3662.688,
91,3580.624,
92,3638.763,
93,3648.701,
94,3644.782,
95,3621.499,
96,3560.686,
97,3641.702,
98,3542.831,
99,3546.067,
100,3580.250,
101,3626.358,
102,3641.606,
103,3559.820,
104,3625.911,
105,3580.451,
106,3592.556,
107,3575.162,
108,3590.348,
109,3584.154,
110,3576.118,
111,3572.643,
112,3607.078,
113,3538.715,
114,3533.445,
115,3541.766,
116,3621.250,
117,3563.776,
118,3627.407,
119,3617.074,
120,3577.704,
121,3619.771,
122,3540.926,
123,3525.356,
124,3579.638,
125,3555.298,
126,3518.598,
127,3526.037,
128,3555.601,
129,3554.684,
130,3457.261,
131,3466.157,
132,3468.610,
133,3543.998,
134,3469.733,
135,3459.864,
136,3522.779,
137,3487.042,
138,3505.326,
139,3479.285,
140,3512.384,
