 ,Value,
1,3664.456,
2,3719.632,
3,3746.801,
4,3906.290,
5,3975.230,
6,4047.835,
7,4099.030,
8,4070.443,
9,3906.044,
10,3749.557,
11,3777.286,
12,3732.535,
13,3695.593,
14,3677.013,
15,3659.081,
16,3635.227,
17,3712.875,
18,3811.952,
19,3689.911,
20,3666.903,
21,3697.170,
22,3755.080,
23,3686.350,
24,3714.035,
25,3637.152,
26,3592.094,
27,3708.512,
28,3660.667,
29,3676.159,
30,3798.534,
31,3808.016,
32,3817.794,
33,3802.082,
34,3784.798,
35,3759.835,
36,3682.657,
37,3678.015,
38,3763.311,
39,3938.256,
40,3925.227,
41,3924.620,
42,3805.519,
43,3849.538,
44,3799.063,
45,3845.625,
46,3864.016,
47,3850.352,
48,3897.278,
49,3969.404,
50,3944.212,
51,3870.892,
52,3761.255,
53,3904.609,
54,3779.225,
55,3738.034,
56,3743.107,
57,3768.293,
58,3812.788,
59,3765.981,
60,3708.079,
61,3813.210,
62,3912.557,
63,4039.683,
64,4101.003,
65,4224.620,
66,4214.449,
67,4288.278,
68,4337.601,
69,4146.215,
70,3989.408,
71,3952.815,
72,3989.369,
73,3955.435,
74,3901.067,
75,3850.760,
76,3892.479,
77,3836.208,
78,3990.347,
79,3976.749,
80,3942.274,
81,3874.101,
82,3755.973,
83,3744.034,
84,3740.676,
85,3662.816,
86,3689.425,
87,3646.466,
88,3658.394,
89,3675.992,
90,3689.667,
91,3648.713,
92,3722.375,
93,3707.511,
94,3669.125,
95,3685.982,
96,3607.288,
97,3592.395,
98,3604.226,
99,3586.890,
100,3613.905,
101,3628.920,
102,3615.236,
103,3637.899,
104,3623.687,
105,3630.561,
106,3608.312,
107,3551.863,
108,3631.577,
109,3685.697,
110,3626.203,
111,3598.522,
112,3612.795,
113,3598.693,
114,3591.149,
115,3587.638,
116,3656.304,
117,3614.678,
118,3669.078,
119,3705.265,
120,3587.248,
121,3611.468,
122,3665.918,
123,3640.651,
124,3602.223,
125,3581.320,
126,3601.528,
127,3640.358,
128,3622.485,
129,3639.389,
130,3633.656,
131,3627.662,
132,3650.306,
133,3565.391,
134,3640.227,
135,3615.984,
136,3586.259,
137,3648.806,
