 ,Value,
1,3646.909,
2,3677.017,
3,3713.672,
4,3786.495,
5,3824.085,
6,3871.932,
7,3885.022,
8,4078.135,
9,3988.778,
10,3944.291,
11,3864.851,
12,3740.457,
13,3651.795,
14,3614.010,
15,3538.058,
16,3518.069,
17,3510.552,
18,3604.735,
19,3668.879,
20,3713.532,
21,3765.228,
22,3722.591,
23,3639.318,
24,3605.685,
25,3651.739,
26,3622.506,
27,3613.669,
28,3595.582,
29,3603.959,
30,3610.393,
31,3628.910,
32,3675.127,
33,3711.642,
34,3794.484,
35,3697.369,
36,3656.808,
37,3664.031,
38,3538.108,
39,3595.719,
40,3654.649,
41,3626.153,
42,3611.930,
43,3719.596,
44,3817.906,
45,3914.428,
46,3915.979,
47,4044.210,
48,4063.617,
49,4015.750,
50,3848.286,
51,3759.281,
52,3732.116,
53,3638.582,
54,3622.658,
55,3725.715,
56,3781.928,
57,3784.680,
58,3909.317,
59,3759.376,
60,3808.676,
61,3762.801,
62,3894.159,
63,3936.771,
64,4009.164,
65,4011.031,
66,4049.292,
67,4265.836,
68,4294.047,
69,4244.090,
70,4199.915,
71,4038.201,
72,3935.999,
73,3929.143,
74,3901.717,
75,3774.725,
76,3715.835,
77,3837.655,
78,4023.014,
79,4150.230,
80,4139.238,
81,3943.413,
82,3787.964,
83,3736.758,
84,3737.558,
85,3627.224,
86,3622.323,
87,3625.111,
88,3619.750,
89,3628.445,
90,3573.667,
91,3637.770,
92,3584.850,
93,3653.118,
94,3709.282,
95,3677.547,
96,3694.084,
97,3672.145,
98,3709.225,
99,3762.871,
100,3702.220,
101,3725.783,
102,3808.621,
103,3709.802,
104,3707.476,
105,3646.894,
106,3634.640,
107,3596.333,
108,3637.755,
109,3637.442,
110,3617.035,
111,3543.048,
112,3676.218,
113,3646.038,
114,3691.339,
115,3582.808,
116,3663.950,
117,3699.839,
118,3696.671,
119,3606.623,
120,3493.651,
121,3603.262,
122,3628.605,
123,3655.017,
124,3636.667,
125,3655.386,
126,3714.874,
127,3635.707,
128,3638.038,
129,3635.434,
130,3600.428,
131,3673.681,
132,3666.527,
133,3596.015,
134,3613.249,
135,3692.054,
136,3657.113,
137,3598.038,
138,3626.300,
139,3596.026,
