 ,Value,
1,3767.782,
2,3880.523,
3,4036.067,
4,4106.793,
5,3846.311,
6,3710.659,
7,3690.579,
8,3626.455,
9,3595.695,
10,3633.351,
11,3702.159,
12,3687.977,
13,3726.180,
14,3748.536,
15,3690.259,
16,3642.338,
17,3728.934,
18,3679.277,
19,3723.439,
20,3709.488,
21,3676.485,
22,3663.741,
23,3693.034,
24,3684.883,
25,3766.993,
26,3824.316,
27,3908.464,
28,3866.874,
29,3760.879,
30,3760.875,
31,3777.866,
32,3701.275,
33,3739.841,
34,3746.198,
35,3694.295,
36,3751.960,
37,3667.947,
38,3700.768,
39,3832.634,
40,3840.973,
41,3842.375,
42,3972.580,
43,3932.580,
44,3935.483,
45,3896.024,
46,3808.584,
47,3731.779,
48,3709.602,
49,3728.476,
50,3823.837,
51,3856.198,
52,3847.576,
53,3962.963,
54,3869.921,
55,3742.351,
56,3689.096,
57,3697.142,
58,3706.023,
59,3712.896,
60,3760.527,
61,3836.151,
62,3985.571,
63,4097.163,
64,4245.275,
65,4253.677,
66,4388.383,
67,4299.946,
68,4112.962,
69,4031.919,
70,3807.775,
71,3801.613,
72,3799.236,
73,3849.310,
74,4053.743,
75,4245.064,
76,4300.855,
77,4180.177,
78,3973.295,
79,3831.640,
80,3724.183,
81,3663.416,
82,3612.536,
83,3644.893,
84,3669.790,
85,3669.322,
86,3649.007,
87,3672.950,
88,3748.769,
89,3694.215,
90,3770.059,
91,3704.044,
92,3716.223,
93,3761.880,
94,3824.956,
95,3823.390,
96,3799.390,
97,3783.454,
98,3845.815,
99,3705.694,
100,3716.932,
101,3692.830,
102,3718.115,
103,3713.251,
104,3665.442,
105,3659.605,
106,3636.131,
107,3650.973,
108,3658.576,
109,3625.288,
110,3616.002,
111,3583.905,
112,3626.511,
113,3667.498,
114,3719.548,
115,3710.668,
116,3643.981,
117,3699.778,
118,3640.641,
119,3648.490,
120,3657.376,
121,3607.968,
122,3607.949,
123,3687.120,
124,3622.422,
125,3563.164,
126,3600.432,
127,3608.337,
128,3666.082,
129,3649.558,
130,3723.720,
131,3724.724,
132,3729.095,
133,3668.369,
134,3642.002,
135,3599.843,
136,3607.759,
