X	Y	
158.167	538.500	
157.891	537.537	
157.615	536.574	
157.335	535.612	
157.051	534.651	
156.761	533.692	
156.465	532.735	
156.162	531.780	
155.850	530.828	
155.529	529.879	
155.198	528.933	
154.858	527.991	
154.508	527.052	
154.149	526.117	
153.779	525.185	
153.400	524.258	
153.012	523.335	
152.616	522.414	
152.214	521.497	
151.807	520.581	
151.396	519.667	
150.981	518.755	
150.565	517.844	
150.147	516.933	
149.728	516.023	
149.309	515.113	
148.890	514.203	
148.472	513.293	
148.055	512.382	
147.640	511.470	
147.227	510.557	
146.817	509.643	
146.409	508.728	
146.006	507.811	
145.605	506.892	
145.210	505.972	
144.818	505.050	
144.431	504.125	
144.050	503.199	
143.674	502.270	
143.304	501.339	
142.940	500.406	
142.582	499.470	
142.231	498.532	
141.888	497.591	
141.552	496.647	
141.223	495.700	
140.903	494.751	
140.590	493.799	
140.286	492.844	
139.990	491.887	
139.702	490.928	
139.423	489.966	
139.151	489.001	
138.889	488.034	
138.634	487.065	
138.388	486.094	
138.151	485.121	
137.923	484.145	
137.703	483.168	
137.493	482.188	
137.291	481.207	
137.098	480.224	
136.914	479.239	
136.739	478.252	
136.574	477.264	
136.417	476.275	
136.271	475.284	
136.133	474.291	
136.005	473.297	
135.886	472.303	
135.777	471.307	
135.677	470.310	
135.587	469.312	
135.507	468.313	
135.437	467.314	
135.376	466.314	
135.325	465.313	
135.284	464.312	
135.253	463.311	
135.232	462.309	
135.220	461.307	
135.219	460.306	
135.228	459.304	
135.246	458.302	
135.275	457.301	
135.314	456.299	
135.363	455.299	
135.421	454.299	
135.490	453.299	
135.569	452.300	
135.658	451.302	
135.756	450.305	
135.864	449.309	
135.981	448.314	
136.106	447.320	
136.239	446.327	
136.382	445.336	
136.531	444.345	
136.689	443.355	
136.853	442.367	
137.025	441.380	
137.204	440.394	
137.390	439.410	
137.582	438.427	
137.780	437.445	
137.985	436.464	
138.195	435.484	
138.411	434.506	
138.632	433.529	
138.859	432.553	
139.090	431.578	
139.327	430.605	
139.568	429.632	
139.814	428.661	
140.065	427.691	
140.319	426.722	
140.577	425.754	
140.840	424.787	
141.106	423.821	
141.376	422.856	
141.649	421.892	
141.925	420.929	
142.205	419.967	
142.487	419.006	
142.773	418.046	
143.061	417.086	
143.352	416.127	
143.645	415.169	
143.941	414.212	
144.239	413.255	
144.539	412.300	
144.841	411.344	
145.144	410.390	
145.450	409.435	
145.757	408.482	
146.066	407.529	
146.376	406.576	
146.687	405.624	
147.000	404.672	
147.314	403.720	
147.628	402.769	
147.944	401.818	
148.260	400.868	
148.577	399.917	
148.894	398.967	
149.212	398.017	
149.530	397.067	
149.848	396.117	
150.167	395.167	
