 ,Value,
1,3784.264,
2,3777.184,
3,3682.568,
4,3648.000,
5,3730.743,
6,3715.301,
7,3716.281,
8,3723.514,
9,3816.189,
10,3805.560,
11,4007.550,
12,3818.240,
13,3794.040,
14,3645.776,
15,3595.266,
16,3574.474,
17,3592.271,
18,3550.566,
19,3546.682,
20,3606.129,
21,3604.202,
22,3642.250,
23,3630.028,
24,3581.898,
25,3630.519,
26,3692.212,
27,3659.472,
28,3683.128,
29,3741.410,
30,3780.386,
31,3775.421,
32,3892.530,
33,4032.935,
34,3966.506,
35,3944.984,
36,3829.650,
37,3766.630,
38,3795.314,
39,3734.522,
40,3738.440,
41,3638.960,
42,3640.212,
43,3655.889,
44,3661.615,
45,3570.001,
46,3617.059,
47,3642.467,
48,3717.741,
49,3813.796,
50,3917.449,
51,3885.295,
52,3866.529,
53,3865.120,
54,3704.491,
55,3723.299,
56,3769.969,
57,3712.670,
58,3678.953,
59,3659.866,
60,3643.620,
61,3625.070,
62,3660.701,
63,3644.125,
64,3633.185,
65,3694.978,
66,3665.200,
67,3572.582,
68,3572.412,
69,3616.686,
70,3638.933,
71,3607.175,
72,3594.956,
73,3596.238,
74,3584.912,
75,3630.821,
76,3663.318,
77,3593.968,
78,3601.288,
79,3590.747,
80,3592.687,
81,3597.620,
82,3580.956,
83,3502.020,
84,3570.861,
85,3563.897,
86,3562.629,
87,3536.078,
88,3501.467,
89,3499.935,
90,3519.290,
91,3511.024,
92,3531.700,
93,3526.251,
94,3582.219,
95,3565.310,
96,3502.723,
97,3543.284,
98,3514.273,
99,3555.042,
100,3591.982,
101,3511.408,
102,3447.901,
103,3504.191,
104,3544.123,
105,3517.628,
106,3514.483,
107,3542.764,
108,3589.714,
109,3539.838,
110,3532.277,
111,3559.469,
112,3494.319,
113,3512.339,
114,3476.101,
115,3554.939,
116,3566.469,
117,3527.781,
118,3576.822,
119,3585.119,
120,3544.210,
121,3573.028,
122,3516.182,
123,3484.966,
124,3518.880,
125,3551.871,
126,3543.022,
127,3569.462,
