 ,Value,
1,3881.965,
2,4096.651,
3,4143.490,
4,4156.904,
5,3961.311,
6,3807.353,
7,3791.586,
8,3650.345,
9,3644.613,
10,3648.024,
11,3698.139,
12,3747.946,
13,3684.862,
14,3668.116,
15,3729.117,
16,3784.738,
17,3796.553,
18,3679.433,
19,3700.632,
20,3703.430,
21,3626.779,
22,3679.376,
23,3640.555,
24,3657.411,
25,3643.572,
26,3775.202,
27,3910.475,
28,3776.613,
29,3844.226,
30,3783.539,
31,3704.243,
32,3646.409,
33,3652.539,
34,3640.018,
35,3587.404,
36,3681.373,
37,3667.356,
38,3632.037,
39,3637.197,
40,3709.277,
41,3925.753,
42,4017.592,
43,4026.168,
44,3961.190,
45,3824.522,
46,3811.655,
47,3783.187,
48,3716.071,
49,3696.320,
50,3769.354,
51,3733.672,
52,3818.868,
53,3775.793,
54,3776.662,
55,3796.111,
56,3763.945,
57,3806.239,
58,3798.492,
59,3845.150,
60,3974.229,
61,3920.021,
62,3892.256,
63,4034.987,
64,4288.656,
65,4305.382,
66,4288.263,
67,4318.912,
68,4313.888,
69,4141.444,
70,3911.210,
71,3805.768,
72,3921.581,
73,4059.210,
74,4205.326,
75,4041.895,
76,4094.368,
77,3863.651,
78,3699.679,
79,3658.269,
80,3636.618,
81,3585.144,
82,3632.168,
83,3578.836,
84,3646.501,
85,3636.553,
86,3721.854,
87,3656.490,
88,3578.512,
89,3655.512,
90,3703.607,
91,3711.940,
92,3748.106,
93,3614.394,
94,3648.627,
95,3685.925,
96,3761.839,
97,3719.191,
98,3717.520,
99,3687.849,
100,3611.281,
101,3724.640,
102,3717.358,
103,3681.974,
104,3656.825,
105,3704.701,
106,3656.749,
107,3640.342,
108,3707.123,
109,3664.876,
110,3709.828,
111,3728.773,
112,3628.053,
113,3684.107,
114,3688.411,
115,3660.134,
116,3695.242,
117,3724.967,
118,3704.535,
119,3684.038,
120,3663.278,
121,3699.232,
122,3690.827,
123,3654.225,
124,3699.825,
125,3647.873,
126,3694.483,
127,3732.710,
128,3662.521,
129,3657.856,
130,3631.460,
131,3646.441,
132,3701.932,
133,3718.860,
134,3719.182,
135,3643.233,
136,3646.486,
137,3642.763,
138,3575.916,
139,3594.773,
140,3592.809,
