 ,Value,
1,3607.246,
2,3628.751,
3,3651.768,
4,3742.522,
5,3798.013,
6,3899.813,
7,3738.172,
8,3647.057,
9,3638.694,
10,3721.137,
11,3732.859,
12,3775.847,
13,3793.851,
14,3691.056,
15,3680.733,
16,3608.779,
17,3606.638,
18,3694.402,
19,3665.657,
20,3634.743,
21,3668.762,
22,3698.899,
23,3742.515,
24,3718.513,
25,3652.418,
26,3733.139,
27,3818.107,
28,3853.274,
29,3859.634,
30,3896.869,
31,3873.036,
32,3787.381,
33,3747.705,
34,3752.629,
35,3735.848,
36,3783.568,
37,3802.717,
38,3861.944,
39,3795.313,
40,3740.114,
41,3772.950,
42,3951.993,
43,3989.344,
44,3890.281,
45,3833.791,
46,3827.538,
47,3830.280,
48,3871.706,
49,3904.456,
50,4001.635,
51,3829.203,
52,3910.393,
53,3941.544,
54,3935.673,
55,3932.914,
56,3939.088,
57,4041.240,
58,3953.117,
59,3982.436,
60,3989.585,
61,4016.416,
62,4025.299,
63,4160.703,
64,4311.799,
65,4367.613,
66,4520.301,
67,4284.009,
68,4232.007,
69,4077.297,
70,3967.823,
71,3810.602,
72,3680.136,
73,3695.740,
74,3744.413,
75,3833.719,
76,3874.450,
77,3875.840,
78,3980.872,
79,3942.259,
80,3980.645,
81,3814.097,
82,3819.306,
83,3749.468,
84,3752.917,
85,3719.637,
86,3700.846,
87,3724.254,
88,3768.478,
89,3723.834,
90,3723.962,
91,3704.399,
92,3664.673,
93,3763.839,
94,3763.116,
95,3712.132,
96,3722.589,
97,3762.954,
98,3853.168,
99,3811.426,
100,3770.488,
101,3756.555,
102,3732.881,
103,3780.641,
104,3712.214,
105,3683.556,
106,3636.565,
107,3621.638,
108,3622.459,
109,3678.504,
110,3603.869,
111,3643.192,
112,3583.135,
113,3715.728,
114,3812.515,
115,3789.830,
116,3715.338,
117,3738.459,
118,3686.883,
119,3703.178,
120,3627.094,
121,3705.870,
122,3669.899,
123,3615.045,
124,3716.544,
125,3700.202,
126,3696.987,
127,3630.526,
128,3681.326,
129,3661.075,
130,3663.018,
131,3566.932,
132,3655.823,
133,3655.515,
134,3678.384,
135,3659.193,
136,3672.874,
137,3637.322,
138,3724.615,
139,3661.247,
140,3621.666,
141,3599.943,
142,3540.334,
143,3533.808,
144,3512.237,
