 ,Value,
1,4083.124,
2,4100.789,
3,3989.050,
4,3844.417,
5,3766.956,
6,3691.647,
7,3694.985,
8,3629.867,
9,3579.446,
10,3601.826,
11,3643.795,
12,3661.971,
13,3676.910,
14,3825.498,
15,3821.822,
16,3889.700,
17,3900.668,
18,3718.869,
19,3612.119,
20,3657.016,
21,3660.061,
22,3668.146,
23,3754.146,
24,3953.207,
25,4099.573,
26,3957.876,
27,3874.573,
28,3748.520,
29,3727.070,
30,3753.157,
31,3658.210,
32,3651.014,
33,3696.117,
34,3687.146,
35,3624.854,
36,3675.898,
37,3745.932,
38,3822.072,
39,3741.193,
40,3743.138,
41,3764.585,
42,3724.355,
43,3675.527,
44,3689.222,
45,3656.071,
46,3672.663,
47,3595.553,
48,3650.747,
49,3611.020,
50,3551.982,
51,3565.713,
52,3602.391,
53,3626.634,
54,3578.094,
55,3597.082,
56,3501.981,
57,3689.762,
58,3654.954,
59,3550.646,
60,3609.441,
61,3672.887,
62,3624.374,
63,3606.776,
64,3611.258,
65,3563.853,
66,3595.046,
67,3506.298,
68,3611.582,
69,3610.170,
70,3718.767,
71,3692.363,
72,3673.265,
73,3697.076,
74,3676.437,
75,3691.309,
76,3621.185,
77,3590.838,
78,3642.108,
79,3593.167,
80,3589.486,
81,3647.779,
82,3629.417,
83,3701.016,
84,3660.416,
85,3647.758,
86,3571.699,
87,3647.225,
88,3622.115,
89,3683.040,
90,3588.548,
91,3657.956,
92,3639.192,
93,3661.111,
94,3582.956,
95,3557.120,
96,3583.691,
97,3617.939,
98,3581.233,
99,3565.165,
100,3513.391,
101,3510.194,
102,3544.727,
103,3569.541,
104,3559.400,
105,3502.889,
106,3593.015,
