X	Y	
159.500	564.500	
159.156	563.561	
158.812	562.623	
158.466	561.685	
158.119	560.748	
157.770	559.811	
157.418	558.875	
157.063	557.941	
156.704	557.008	
156.342	556.077	
155.975	555.147	
155.602	554.219	
155.224	553.294	
154.841	552.371	
154.451	551.450	
154.053	550.533	
153.649	549.619	
153.238	548.708	
152.818	547.801	
152.391	546.897	
151.957	545.997	
151.518	545.098	
151.077	544.202	
150.634	543.306	
150.191	542.409	
149.750	541.512	
149.312	540.614	
148.878	539.713	
148.450	538.810	
148.028	537.904	
147.614	536.994	
147.209	536.080	
146.813	535.163	
146.426	534.241	
146.051	533.314	
145.686	532.384	
145.333	531.448	
144.992	530.509	
144.664	529.565	
144.348	528.616	
144.044	527.664	
143.754	526.708	
143.476	525.747	
143.211	524.784	
142.958	523.817	
142.716	522.847	
142.484	521.874	
142.263	520.900	
142.051	519.923	
141.848	518.944	
141.654	517.963	
141.469	516.981	
141.290	515.998	
141.120	515.013	
140.957	514.026	
140.801	513.039	
140.652	512.051	
140.510	511.061	
140.373	510.071	
140.244	509.080	
140.120	508.088	
140.002	507.095	
139.890	506.102	
139.783	505.108	
139.682	504.114	
139.586	503.119	
139.496	502.123	
139.411	501.127	
139.331	500.131	
139.256	499.134	
139.186	498.137	
139.122	497.140	
139.062	496.142	
139.007	495.144	
138.957	494.145	
138.911	493.147	
138.871	492.148	
138.835	491.149	
138.804	490.150	
138.778	489.151	
138.757	488.151	
138.741	487.152	
138.730	486.152	
138.723	485.153	
138.722	484.153	
138.726	483.154	
138.735	482.154	
138.748	481.155	
138.768	480.155	
138.792	479.156	
138.822	478.157	
138.858	477.158	
138.900	476.159	
138.947	475.161	
139.000	474.163	
139.058	473.165	
139.122	472.167	
139.191	471.170	
139.267	470.173	
139.347	469.177	
139.433	468.181	
139.524	467.186	
139.621	466.191	
139.722	465.196	
139.829	464.202	
139.941	463.209	
140.057	462.216	
140.179	461.224	
140.304	460.232	
140.435	459.241	
140.569	458.251	
140.708	457.261	
140.851	456.272	
140.997	455.283	
141.147	454.295	
141.300	453.307	
141.457	452.320	
141.616	451.333	
141.779	450.346	
141.943	449.361	
142.111	448.375	
142.280	447.390	
142.451	446.405	
142.623	445.420	
142.797	444.436	
142.972	443.452	
143.147	442.468	
143.324	441.484	
143.500	440.500	
