 ,Value,
1,3998.811,
2,4119.562,
3,4011.580,
4,3881.259,
5,3853.178,
6,3733.535,
7,3721.070,
8,3625.702,
9,3659.609,
10,3687.716,
11,3639.741,
12,3696.269,
13,3712.554,
14,3734.803,
15,3716.645,
16,3601.982,
17,3623.017,
18,3638.424,
19,3678.738,
20,3730.360,
21,3593.340,
22,3570.885,
23,3641.031,
24,3659.623,
25,3834.754,
26,3833.528,
27,3865.802,
28,3844.537,
29,3769.971,
30,3713.971,
31,3747.152,
32,3734.378,
33,3676.736,
34,3708.255,
35,3654.197,
36,3696.432,
37,3667.308,
38,3742.998,
39,3818.210,
40,3851.183,
41,3856.350,
42,3875.750,
43,3846.676,
44,3876.085,
45,3834.833,
46,3721.612,
47,3719.515,
48,3766.079,
49,3825.128,
50,3793.677,
51,3867.489,
52,3862.361,
53,3901.639,
54,3842.953,
55,3882.700,
56,3861.093,
57,3803.329,
58,3841.393,
59,3870.980,
60,3991.039,
61,3878.910,
62,4124.015,
63,4180.602,
64,4423.398,
65,4536.078,
66,4408.262,
67,4250.019,
68,3958.893,
69,3926.219,
70,3852.640,
71,3778.243,
72,4033.811,
73,4075.584,
74,3982.584,
75,3920.077,
76,3886.524,
77,3856.260,
78,3764.019,
79,3713.936,
80,3767.869,
81,3730.075,
82,3665.574,
83,3642.818,
84,3614.865,
85,3603.544,
86,3631.388,
87,3647.724,
88,3646.670,
89,3755.207,
90,3732.826,
91,3675.827,
92,3720.658,
93,3710.638,
94,3713.972,
95,3876.032,
96,3765.434,
97,3700.989,
98,3675.647,
99,3639.120,
100,3607.479,
101,3662.338,
102,3644.612,
103,3707.854,
104,3684.273,
105,3636.761,
106,3645.385,
107,3660.883,
108,3658.344,
109,3583.021,
110,3600.562,
111,3702.721,
112,3703.788,
113,3725.070,
114,3753.389,
115,3648.776,
116,3624.858,
117,3621.333,
118,3607.433,
119,3592.731,
120,3594.356,
121,3649.922,
122,3635.615,
123,3677.714,
124,3696.730,
125,3679.766,
126,3708.771,
127,3698.696,
128,3691.391,
129,3668.081,
130,3661.907,
131,3627.955,
132,3588.816,
133,3532.937,
134,3630.803,
135,3626.483,
136,3550.850,
137,3511.663,
