 ,Value,
1,3849.717,
2,4052.400,
3,4008.089,
4,3900.799,
5,3829.360,
6,3740.759,
7,3637.030,
8,3679.662,
9,3694.560,
10,3677.986,
11,3727.117,
12,3733.839,
13,3650.655,
14,3653.973,
15,3683.022,
16,3708.178,
17,3694.568,
18,3651.448,
19,3728.874,
20,3685.477,
21,3700.386,
22,3709.787,
23,3813.891,
24,3801.123,
25,3829.123,
26,3899.072,
27,3826.484,
28,3875.786,
29,3735.629,
30,3759.235,
31,3674.365,
32,3639.667,
33,3776.301,
34,3749.041,
35,3798.627,
36,3815.041,
37,3776.367,
38,3826.194,
39,3887.727,
40,3916.302,
41,4056.084,
42,3931.362,
43,3857.865,
44,3792.861,
45,3839.278,
46,3806.609,
47,3834.759,
48,3862.928,
49,3899.001,
50,3817.987,
51,3887.291,
52,4019.615,
53,3939.920,
54,3951.858,
55,3948.990,
56,3883.698,
57,3972.608,
58,4061.891,
59,4122.576,
60,4333.470,
61,4533.201,
62,4336.410,
63,4123.448,
64,4131.124,
65,4077.511,
66,4049.546,
67,3917.387,
68,3791.722,
69,3721.740,
70,3737.371,
71,3761.247,
72,3830.287,
73,3853.906,
74,3916.494,
75,3939.024,
76,3960.509,
77,3954.800,
78,3976.780,
79,3877.445,
80,3687.697,
81,3649.042,
82,3679.513,
83,3611.318,
84,3715.113,
85,3680.632,
86,3665.888,
87,3713.807,
88,3716.619,
89,3732.058,
90,3687.114,
91,3735.161,
92,3784.176,
93,3709.094,
94,3730.068,
95,3793.294,
96,3833.531,
97,3911.370,
98,3843.400,
99,3718.350,
100,3726.320,
101,3707.157,
102,3706.432,
103,3643.995,
104,3661.817,
105,3683.124,
106,3681.416,
107,3652.424,
108,3666.722,
109,3639.115,
110,3710.997,
111,3699.961,
112,3675.359,
113,3707.012,
114,3723.983,
115,3718.523,
116,3721.407,
117,3632.519,
118,3672.298,
119,3673.678,
120,3724.970,
121,3642.179,
122,3631.034,
123,3711.302,
124,3615.635,
125,3654.421,
126,3604.182,
127,3677.979,
128,3603.982,
129,3606.785,
130,3720.495,
131,3611.303,
132,3705.451,
133,3718.845,
134,3613.181,
135,3558.224,
136,3607.235,
137,3659.026,
138,3642.426,
139,3604.465,
