 ,Value,
1,3584.013,
2,3647.090,
3,3710.997,
4,3842.992,
5,3935.097,
6,3968.006,
7,3941.578,
8,3867.435,
9,3722.622,
10,3661.624,
11,3602.249,
12,3587.214,
13,3535.102,
14,3574.150,
15,3514.582,
16,3466.412,
17,3575.832,
18,3624.605,
19,3581.463,
20,3605.018,
21,3671.892,
22,3695.529,
23,3671.940,
24,3768.780,
25,3812.500,
26,3930.484,
27,3970.425,
28,4082.102,
29,4051.019,
30,3949.025,
31,3867.741,
32,3722.521,
33,3812.923,
34,3706.038,
35,3649.660,
36,3689.872,
37,3788.863,
38,3662.291,
39,3651.730,
40,3624.979,
41,3609.517,
42,3620.563,
43,3592.770,
44,3682.698,
45,3707.938,
46,3782.402,
47,3904.473,
48,3890.139,
49,3822.477,
50,3693.302,
51,3676.916,
52,3735.328,
53,3704.176,
54,3653.217,
55,3609.596,
56,3643.033,
57,3645.464,
58,3659.374,
59,3606.225,
60,3634.933,
61,3621.118,
62,3636.745,
63,3596.779,
64,3610.785,
65,3606.180,
66,3631.835,
67,3609.069,
68,3587.257,
69,3626.094,
70,3596.703,
71,3575.852,
72,3539.907,
73,3565.558,
74,3626.524,
75,3652.585,
76,3630.389,
77,3612.028,
78,3589.197,
79,3603.843,
80,3652.752,
81,3668.850,
82,3603.628,
83,3648.408,
84,3561.497,
85,3512.664,
86,3528.162,
87,3568.708,
88,3521.293,
89,3547.973,
90,3553.058,
91,3593.911,
92,3573.205,
93,3562.951,
94,3550.148,
95,3560.560,
96,3594.504,
97,3540.531,
98,3602.837,
99,3667.860,
100,3595.883,
101,3550.582,
102,3578.431,
103,3624.275,
104,3532.925,
105,3524.556,
106,3575.833,
107,3595.935,
108,3529.937,
109,3530.410,
110,3604.908,
111,3540.694,
112,3503.342,
113,3538.265,
114,3538.041,
115,3586.824,
116,3587.192,
117,3574.854,
118,3537.955,
119,3557.820,
120,3592.137,
121,3634.106,
122,3585.414,
123,3616.145,
124,3605.776,
