X	Y	
157.500	534.500	
157.113	533.576	
156.727	532.652	
156.344	531.727	
155.964	530.800	
155.587	529.872	
155.214	528.942	
154.846	528.011	
154.482	527.078	
154.122	526.143	
153.766	525.207	
153.414	524.269	
153.065	523.330	
152.718	522.390	
152.375	521.450	
152.034	520.508	
151.695	519.565	
151.358	518.622	
151.022	517.678	
150.689	516.734	
150.357	515.789	
150.026	514.843	
149.697	513.897	
149.370	512.951	
149.044	512.004	
148.719	511.056	
148.395	510.109	
148.073	509.160	
147.752	508.212	
147.432	507.262	
147.113	506.313	
146.796	505.363	
146.479	504.413	
146.164	503.462	
145.850	502.511	
145.537	501.559	
145.225	500.608	
144.915	499.655	
144.605	498.703	
144.297	497.750	
143.990	496.796	
143.684	495.843	
143.379	494.888	
143.076	493.934	
142.774	492.979	
142.473	492.023	
142.175	491.067	
141.878	490.111	
141.583	489.153	
141.292	488.195	
141.003	487.236	
140.719	486.276	
140.437	485.314	
140.161	484.352	
139.888	483.388	
139.621	482.423	
139.359	481.456	
139.103	480.488	
138.853	479.518	
138.609	478.546	
138.372	477.573	
138.142	476.598	
137.920	475.622	
137.705	474.643	
137.499	473.663	
137.301	472.682	
137.111	471.698	
136.931	470.713	
136.761	469.726	
136.599	468.737	
136.448	467.747	
136.307	466.755	
136.177	465.762	
136.057	464.768	
135.948	463.772	
135.850	462.775	
135.764	461.778	
135.689	460.779	
135.625	459.779	
135.573	458.779	
135.533	457.778	
135.504	456.777	
135.488	455.776	
135.483	454.774	
135.490	453.772	
135.509	452.771	
135.540	451.770	
135.583	450.769	
135.635	449.769	
135.699	448.769	
135.773	447.771	
135.856	446.772	
135.948	445.775	
136.050	444.779	
136.160	443.783	
136.278	442.789	
136.404	441.795	
136.538	440.802	
136.679	439.811	
136.827	438.820	
136.982	437.830	
137.143	436.842	
137.310	435.854	
137.484	434.868	
137.663	433.883	
137.848	432.898	
138.038	431.915	
138.233	430.932	
138.433	429.951	
138.638	428.971	
138.848	427.991	
139.061	427.013	
139.279	426.035	
139.501	425.058	
139.727	424.082	
139.956	423.107	
140.189	422.133	
140.425	421.160	
140.665	420.187	
140.907	419.215	
141.152	418.244	
141.401	417.274	
141.651	416.304	
141.905	415.335	
142.160	414.367	
142.418	413.399	
142.678	412.432	
142.941	411.465	
143.205	410.499	
143.471	409.533	
143.738	408.568	
144.008	407.603	
144.278	406.639	
144.551	405.675	
144.824	404.712	
145.098	403.748	
145.374	402.785	
145.650	401.823	
145.928	400.860	
146.206	399.898	
146.485	398.936	
146.764	397.974	
147.044	397.013	
147.325	396.051	
147.605	395.090	
147.886	394.128	
148.167	393.167	
