 ,Value,
1,3770.365,
2,3827.037,
3,3906.491,
4,3997.891,
5,3984.057,
6,4072.754,
7,3842.133,
8,3729.281,
9,3802.404,
10,3693.310,
11,3713.788,
12,3715.943,
13,3734.953,
14,3646.350,
15,3605.733,
16,3608.183,
17,3709.261,
18,3645.040,
19,3604.597,
20,3650.760,
21,3603.689,
22,3585.308,
23,3575.682,
24,3567.679,
25,3649.806,
26,3751.062,
27,3768.616,
28,3758.328,
29,3769.058,
30,3761.672,
31,3666.386,
32,3700.829,
33,3587.949,
34,3648.851,
35,3626.342,
36,3634.900,
37,3716.184,
38,3791.445,
39,3809.386,
40,4008.392,
41,3929.807,
42,3915.358,
43,3920.837,
44,3902.598,
45,3848.163,
46,3785.369,
47,3791.336,
48,3780.017,
49,3760.466,
50,3678.781,
51,3649.498,
52,3679.024,
53,3694.610,
54,3665.019,
55,3734.875,
56,3651.907,
57,3678.001,
58,3603.354,
59,3544.351,
60,3712.640,
61,3581.207,
62,3604.418,
63,3654.648,
64,3774.336,
65,3946.355,
66,4084.084,
67,4139.362,
68,4299.300,
69,4385.962,
70,4209.543,
71,4242.942,
72,4173.603,
73,4020.800,
74,3928.566,
75,3883.512,
76,3886.571,
77,3876.186,
78,3858.069,
79,3820.437,
80,3780.849,
81,3650.008,
82,3761.871,
83,3752.210,
84,3687.607,
85,3626.188,
86,3661.546,
87,3645.253,
88,3646.565,
89,3717.364,
90,3796.814,
91,3762.764,
92,3833.379,
93,3929.404,
94,3914.077,
95,3952.593,
96,4000.128,
97,3883.880,
98,3940.672,
99,3751.382,
100,3684.737,
101,3625.431,
102,3655.117,
103,3700.236,
104,3685.825,
105,3746.701,
106,3695.443,
107,3704.406,
108,3720.614,
109,3674.862,
110,3683.733,
111,3729.239,
112,3761.143,
113,3706.642,
114,3707.656,
115,3635.978,
116,3612.230,
117,3654.079,
118,3745.438,
119,3684.232,
120,3662.355,
121,3719.388,
122,3904.701,
123,3858.820,
124,3780.903,
125,3744.840,
126,3676.924,
127,3729.023,
128,3703.231,
129,3680.918,
130,3661.628,
131,3663.331,
132,3719.737,
133,3689.210,
134,3668.775,
135,3586.861,
136,3633.418,
137,3597.734,
138,3608.995,
139,3652.310,
140,3740.438,
141,3687.962,
142,3713.083,
143,3731.625,
144,3743.356,
145,3662.161,
146,3656.409,
147,3601.703,
148,3673.552,
149,3660.083,
150,3701.638,
