 ,Value,
1,3676.939,
2,3596.975,
3,3651.051,
4,3761.235,
5,3803.517,
6,3734.933,
7,3693.809,
8,3696.060,
9,3693.119,
10,3684.300,
11,3706.335,
12,3549.778,
13,3537.544,
14,3574.564,
15,3594.797,
16,3589.851,
17,3593.543,
18,3625.584,
19,3669.835,
20,3698.211,
21,3778.318,
22,3719.662,
23,3617.893,
24,3593.922,
25,3614.252,
26,3644.849,
27,3722.477,
28,3796.395,
29,3896.944,
30,3878.745,
31,3823.390,
32,3817.955,
33,3825.254,
34,3758.063,
35,3774.369,
36,3702.452,
37,3699.988,
38,3670.533,
39,3710.163,
40,3704.195,
41,3619.567,
42,3560.646,
43,3550.154,
44,3621.735,
45,3737.318,
46,3837.997,
47,3964.018,
48,3853.206,
49,3801.127,
50,3726.966,
51,3717.808,
52,3757.845,
53,3608.513,
54,3707.983,
55,3734.071,
56,3665.112,
57,3686.467,
58,3642.729,
59,3618.646,
60,3686.338,
61,3578.573,
62,3571.037,
63,3659.610,
64,3616.147,
65,3619.346,
66,3607.887,
67,3626.727,
68,3613.845,
69,3610.408,
70,3650.553,
71,3621.864,
72,3643.415,
73,3677.212,
74,3633.892,
75,3586.638,
76,3588.790,
77,3653.292,
78,3606.849,
79,3590.690,
80,3556.735,
81,3538.627,
82,3524.688,
83,3492.017,
84,3500.034,
85,3460.270,
86,3485.827,
87,3494.950,
88,3527.830,
89,3509.685,
90,3473.697,
91,3439.138,
92,3497.847,
93,3574.754,
94,3558.602,
95,3549.004,
96,3580.089,
97,3552.481,
98,3510.283,
99,3516.948,
100,3559.119,
101,3563.826,
102,3609.849,
103,3481.557,
104,3522.766,
105,3499.875,
106,3570.115,
107,3476.970,
108,3516.717,
109,3486.382,
110,3576.606,
111,3634.588,
112,3551.335,
113,3604.362,
114,3534.227,
115,3556.696,
116,3633.962,
117,3541.163,
118,3506.392,
119,3569.680,
120,3623.409,
121,3601.489,
122,3563.949,
123,3548.411,
124,3566.328,
125,3550.501,
126,3590.358,
127,3608.180,
128,3577.229,
129,3550.878,
130,3532.891,
131,3477.793,
132,3525.391,
