 ,Value,
1,3824.409,
2,3877.283,
3,4024.874,
4,3953.714,
5,3918.881,
6,3825.134,
7,3732.572,
8,3626.220,
9,3720.076,
10,3758.602,
11,3796.828,
12,3812.597,
13,3721.397,
14,3635.741,
15,3656.960,
16,3664.873,
17,3580.532,
18,3592.491,
19,3630.865,
20,3598.590,
21,3612.766,
22,3592.045,
23,3709.757,
24,3738.481,
25,3717.144,
26,3781.566,
27,3743.435,
28,3678.877,
29,3616.607,
30,3654.987,
31,3633.536,
32,3561.728,
33,3603.492,
34,3607.311,
35,3609.869,
36,3702.080,
37,3771.197,
38,3677.775,
39,3782.746,
40,3884.060,
41,3902.669,
42,3882.436,
43,3894.536,
44,3853.293,
45,3820.939,
46,3790.563,
47,3710.250,
48,3665.358,
49,3678.591,
50,3617.685,
51,3637.909,
52,3659.793,
53,3597.583,
54,3650.366,
55,3714.322,
56,3676.003,
57,3712.389,
58,3789.111,
59,3750.231,
60,3824.759,
61,3844.434,
62,3931.279,
63,3915.543,
64,3907.015,
65,3798.908,
66,3899.364,
67,3979.369,
68,4003.594,
69,4054.477,
70,4153.364,
71,4150.180,
72,4109.023,
73,4005.557,
74,3853.306,
75,3855.706,
76,3746.576,
77,3856.169,
78,3795.928,
79,3846.090,
80,3791.840,
81,3713.399,
82,3694.722,
83,3668.714,
84,3594.954,
85,3685.184,
86,3650.011,
87,3712.659,
88,3649.138,
89,3628.523,
90,3763.912,
91,3943.198,
92,4028.693,
93,3927.204,
94,4004.630,
95,4052.944,
96,3976.969,
97,3845.187,
98,3768.201,
99,3878.752,
100,3784.199,
101,3767.199,
102,3739.892,
103,3699.338,
104,3697.716,
105,3720.463,
106,3714.683,
107,3670.789,
108,3705.089,
109,3715.660,
110,3603.474,
111,3578.997,
112,3647.748,
113,3635.135,
114,3606.049,
115,3668.907,
116,3710.338,
117,3686.517,
118,3688.345,
119,3670.274,
120,3721.398,
121,3847.288,
122,3701.168,
123,3662.723,
124,3718.137,
125,3617.699,
126,3728.204,
127,3723.112,
128,3652.500,
129,3695.794,
130,3653.265,
131,3630.217,
132,3636.835,
133,3710.376,
134,3626.595,
135,3681.904,
136,3631.534,
137,3709.181,
138,3702.346,
139,3589.823,
140,3603.931,
141,3619.614,
142,3659.064,
143,3654.859,
144,3581.342,
145,3558.404,
