 ,Value,
1,3800.799,
2,4142.224,
3,4280.887,
4,3997.076,
5,3753.280,
6,3657.009,
7,3637.486,
8,3563.307,
9,3587.968,
10,3559.683,
11,3553.233,
12,3551.358,
13,3559.089,
14,3569.562,
15,3596.856,
16,3657.292,
17,3635.820,
18,3632.788,
19,3705.739,
20,3794.844,
21,3818.697,
22,3755.690,
23,3752.669,
24,3795.901,
25,3863.150,
26,3994.696,
27,4026.918,
28,3852.147,
29,3754.395,
30,3769.544,
31,3655.686,
32,3631.989,
33,3623.532,
34,3634.571,
35,3655.700,
36,3638.866,
37,3583.558,
38,3580.618,
39,3619.887,
40,3716.367,
41,3678.511,
42,3657.632,
43,3677.436,
44,3645.240,
45,3671.352,
46,3690.766,
47,3680.741,
48,3698.795,
49,3638.735,
50,3643.945,
51,3682.255,
52,3625.769,
53,3595.997,
54,3619.526,
55,3579.455,
56,3588.596,
57,3601.589,
58,3612.093,
59,3546.202,
60,3582.617,
61,3612.806,
62,3575.741,
63,3596.966,
64,3620.982,
65,3604.147,
66,3625.446,
67,3615.085,
68,3598.268,
69,3613.596,
70,3565.912,
71,3655.086,
72,3665.161,
73,3668.231,
74,3705.128,
75,3757.370,
76,3698.397,
77,3577.801,
78,3680.486,
79,3651.509,
80,3613.804,
81,3557.263,
82,3585.561,
83,3673.262,
84,3672.450,
85,3599.304,
86,3644.502,
87,3627.344,
88,3611.921,
89,3592.420,
90,3619.444,
91,3551.372,
92,3632.277,
93,3577.379,
94,3650.266,
95,3560.926,
96,3606.511,
97,3566.275,
98,3488.396,
99,3641.690,
100,3543.390,
101,3488.596,
102,3572.676,
103,3536.721,
104,3563.650,
105,3577.592,
106,3591.778,
107,3556.983,
108,3563.930,
109,3538.945,
110,3546.847,
111,3566.733,
112,3547.327,
113,3550.345,
114,3517.819,
115,3528.313,
116,3521.179,
117,3573.783,
118,3587.192,
