X	Y	
162.167	593.167	
161.958	592.191	
161.750	591.215	
161.541	590.239	
161.333	589.263	
161.126	588.287	
160.918	587.311	
160.711	586.334	
160.505	585.358	
160.299	584.381	
160.094	583.405	
159.890	582.428	
159.687	581.451	
159.485	580.473	
159.284	579.496	
159.084	578.518	
158.886	577.540	
158.689	576.562	
158.493	575.583	
158.299	574.604	
158.107	573.625	
157.917	572.645	
157.729	571.665	
157.543	570.685	
157.359	569.704	
157.178	568.723	
157.000	567.741	
156.824	566.758	
156.652	565.775	
156.483	564.792	
156.318	563.808	
156.156	562.823	
155.998	561.837	
155.845	560.851	
155.697	559.864	
155.553	558.877	
155.416	557.888	
155.283	556.899	
155.158	555.909	
155.038	554.919	
154.925	553.927	
154.819	552.935	
154.720	551.942	
154.628	550.948	
154.544	549.953	
154.468	548.958	
154.400	547.963	
154.339	546.967	
154.286	545.970	
154.242	544.973	
154.206	543.976	
154.178	542.978	
154.157	541.981	
154.145	540.983	
154.140	539.985	
154.143	538.987	
154.153	537.989	
154.170	536.991	
154.194	535.994	
154.224	534.996	
154.259	533.999	
154.300	533.002	
154.345	532.005	
154.395	531.008	
154.448	530.011	
154.505	529.015	
154.565	528.019	
154.628	527.023	
154.693	526.027	
154.759	525.031	
154.828	524.036	
154.898	523.040	
154.968	522.045	
155.039	521.049	
155.111	520.054	
155.182	519.059	
155.253	518.063	
155.324	517.068	
155.393	516.072	
155.461	515.077	
155.528	514.081	
155.593	513.085	
155.656	512.089	
155.718	511.093	
155.778	510.097	
155.837	509.101	
155.895	508.104	
155.951	507.108	
156.007	506.112	
156.061	505.115	
156.114	504.119	
156.166	503.122	
156.218	502.125	
156.268	501.129	
156.318	500.132	
156.367	499.135	
156.415	498.138	
156.463	497.142	
156.511	496.145	
156.557	495.148	
156.604	494.151	
156.650	493.154	
156.696	492.157	
156.742	491.160	
156.788	490.164	
156.833	489.167	
