 ,Value,
1,3660.888,
2,3692.639,
3,3629.324,
4,3635.034,
5,3614.217,
6,3727.311,
7,3785.176,
8,3930.375,
9,4061.094,
10,4041.081,
11,4057.481,
12,3868.248,
13,3749.749,
14,3677.068,
15,3659.764,
16,3690.914,
17,3650.597,
18,3612.403,
19,3654.871,
20,3609.694,
21,3604.213,
22,3652.910,
23,3529.572,
24,3573.764,
25,3597.190,
26,3605.385,
27,3700.995,
28,3693.175,
29,3744.251,
30,3646.725,
31,3662.342,
32,3690.998,
33,3711.212,
34,3675.745,
35,3769.286,
36,3733.186,
37,3812.785,
38,3760.486,
39,3698.684,
40,3717.927,
41,3782.807,
42,3752.222,
43,3819.708,
44,3742.237,
45,3734.744,
46,3740.124,
47,3713.823,
48,3700.720,
49,3754.729,
50,3854.255,
51,3967.512,
52,3947.432,
53,3932.563,
54,3872.548,
55,3872.673,
56,3783.394,
57,3815.116,
58,3737.901,
59,3855.747,
60,3829.286,
61,3737.619,
62,3816.864,
63,3831.099,
64,3767.601,
65,3813.721,
66,3861.415,
67,4018.031,
68,4142.586,
69,4264.835,
70,4289.815,
71,4346.706,
72,4134.776,
73,3938.210,
74,3811.541,
75,3794.840,
76,3891.512,
77,3841.703,
78,3852.551,
79,3840.937,
80,3828.617,
81,3981.091,
82,3886.734,
83,3894.037,
84,3830.799,
85,3831.996,
86,3731.239,
87,3632.841,
88,3633.717,
89,3622.915,
90,3642.444,
91,3634.622,
92,3639.723,
93,3669.612,
94,3651.826,
95,3711.184,
96,3663.131,
97,3607.113,
98,3646.355,
99,3699.571,
100,3681.884,
101,3657.963,
102,3596.372,
103,3678.160,
104,3661.414,
105,3638.844,
106,3643.406,
107,3690.242,
108,3679.275,
109,3624.960,
110,3583.737,
111,3639.613,
112,3602.766,
113,3582.795,
114,3590.743,
115,3542.812,
116,3630.803,
117,3687.709,
118,3710.467,
119,3711.545,
120,3628.178,
121,3617.467,
122,3627.605,
123,3624.925,
124,3650.968,
125,3588.932,
126,3578.164,
127,3570.507,
128,3643.341,
129,3547.756,
130,3599.011,
131,3625.288,
132,3613.062,
133,3589.840,
134,3623.172,
135,3602.289,
136,3622.972,
137,3528.953,
