 ,Value,
1,3614.506,
2,3714.399,
3,3665.375,
4,3662.554,
5,3744.257,
6,3796.280,
7,3775.519,
8,3679.105,
9,3726.540,
10,3807.324,
11,3794.710,
12,3757.823,
13,3687.968,
14,3678.789,
15,3717.508,
16,3589.950,
17,3619.123,
18,3627.066,
19,3639.926,
20,3641.347,
21,3540.766,
22,3656.395,
23,3639.725,
24,3700.508,
25,3660.527,
26,3550.520,
27,3648.494,
28,3753.619,
29,3770.595,
30,3811.487,
31,3848.377,
32,3882.203,
33,3823.319,
34,3861.119,
35,3831.137,
36,3840.267,
37,3926.493,
38,3993.869,
39,4146.518,
40,4055.252,
41,3985.935,
42,3887.265,
43,3872.761,
44,3797.324,
45,3625.148,
46,3605.942,
47,3723.856,
48,3821.451,
49,3896.616,
50,3936.262,
51,4028.997,
52,3942.348,
53,3863.378,
54,3725.831,
55,3694.941,
56,3680.421,
57,3779.645,
58,3774.284,
59,3659.175,
60,3664.699,
61,3679.193,
62,3780.150,
63,3814.735,
64,3775.099,
65,3788.280,
66,3770.605,
67,3789.176,
68,3696.143,
69,3680.152,
70,3657.350,
71,3668.673,
72,3665.434,
73,3681.139,
74,3621.402,
75,3648.132,
76,3668.806,
77,3659.027,
78,3650.308,
79,3662.067,
80,3637.143,
81,3644.670,
82,3564.856,
83,3585.547,
84,3611.430,
85,3642.742,
86,3615.214,
87,3629.089,
88,3530.850,
89,3607.224,
90,3562.498,
91,3571.148,
92,3537.367,
93,3561.707,
94,3596.472,
95,3587.938,
96,3617.585,
97,3604.591,
98,3570.206,
99,3591.755,
100,3525.378,
101,3575.063,
102,3639.273,
103,3579.924,
104,3541.728,
105,3600.963,
106,3606.375,
107,3557.627,
108,3574.836,
109,3557.554,
110,3656.557,
111,3612.705,
112,3572.452,
113,3648.535,
114,3575.905,
115,3622.915,
116,3538.010,
117,3532.101,
118,3575.263,
119,3551.455,
120,3556.847,
121,3635.618,
122,3643.370,
123,3658.502,
124,3646.479,
125,3594.558,
126,3651.614,
127,3590.341,
128,3611.485,
129,3618.873,
130,3669.692,
131,3638.876,
132,3559.399,
133,3602.782,
134,3533.282,
135,3569.472,
136,3565.222,
137,3578.216,
138,3523.434,
139,3601.177,
140,3574.374,
141,3602.071,
142,3547.040,
143,3551.602,
144,3564.391,
