 ,Value,
1,3612.338,
2,3611.740,
3,3700.255,
4,3762.531,
5,3786.552,
6,3643.705,
7,3776.453,
8,3733.232,
9,3729.707,
10,3686.621,
11,3697.343,
12,3639.498,
13,3593.770,
14,3613.327,
15,3564.793,
16,3576.627,
17,3539.908,
18,3595.027,
19,3590.882,
20,3631.931,
21,3620.226,
22,3628.847,
23,3621.266,
24,3607.697,
25,3656.525,
26,3667.006,
27,3761.211,
28,3707.823,
29,3752.847,
30,3715.354,
31,3673.242,
32,3693.658,
33,3767.917,
34,3693.802,
35,3812.246,
36,3810.063,
37,3868.336,
38,3845.147,
39,3886.938,
40,3848.805,
41,3846.047,
42,3762.908,
43,3745.762,
44,3780.381,
45,3724.629,
46,3735.921,
47,3761.759,
48,3951.232,
49,4112.483,
50,3934.577,
51,3761.138,
52,3748.431,
53,3686.075,
54,3649.576,
55,3576.685,
56,3616.795,
57,3642.098,
58,3644.149,
59,3694.689,
60,3718.396,
61,3776.902,
62,3757.515,
63,3743.191,
64,3707.685,
65,3707.787,
66,3672.386,
67,3686.346,
68,3671.757,
69,3661.713,
70,3702.562,
71,3752.784,
72,3685.169,
73,3690.239,
74,3673.669,
75,3669.526,
76,3689.810,
77,3615.549,
78,3720.424,
79,3635.564,
80,3590.636,
81,3569.321,
82,3634.115,
83,3718.726,
84,3596.808,
85,3596.558,
86,3601.278,
87,3593.879,
88,3561.608,
89,3640.020,
90,3614.190,
91,3564.254,
92,3627.334,
93,3716.186,
94,3575.584,
95,3615.891,
96,3578.677,
97,3572.773,
98,3565.651,
99,3585.976,
100,3666.878,
101,3611.766,
102,3587.051,
103,3593.078,
104,3658.189,
105,3540.342,
106,3553.907,
107,3578.857,
108,3547.039,
109,3550.426,
110,3546.991,
111,3582.109,
112,3561.969,
113,3606.358,
114,3589.477,
115,3629.921,
116,3594.381,
117,3599.235,
118,3557.924,
119,3573.290,
120,3540.494,
121,3576.344,
122,3534.752,
123,3557.886,
124,3588.405,
125,3503.303,
126,3504.296,
127,3566.266,
128,3523.149,
129,3558.418,
130,3615.973,
131,3575.034,
132,3592.001,
133,3631.920,
134,3590.511,
135,3530.987,
136,3577.344,
137,3549.048,
138,3509.567,
139,3531.349,
140,3486.445,
