X	Y	
158.833	534.500	
158.360	533.619	
157.886	532.737	
157.413	531.855	
156.940	530.973	
156.468	530.091	
155.997	529.208	
155.527	528.325	
155.057	527.442	
154.588	526.558	
154.120	525.673	
153.652	524.789	
153.186	523.903	
152.721	523.018	
152.257	522.130	
151.797	521.242	
151.340	520.352	
150.887	519.460	
150.438	518.566	
149.993	517.669	
149.553	516.771	
149.118	515.869	
148.688	514.966	
148.264	514.060	
147.845	513.151	
147.433	512.239	
147.026	511.325	
146.625	510.408	
146.231	509.488	
145.844	508.566	
145.463	507.640	
145.089	506.712	
144.721	505.781	
144.361	504.848	
144.007	503.912	
143.661	502.973	
143.323	502.031	
142.991	501.087	
142.667	500.140	
142.351	499.191	
142.042	498.239	
141.741	497.285	
141.448	496.328	
141.163	495.369	
140.885	494.408	
140.615	493.444	
140.352	492.479	
140.097	491.511	
139.848	490.542	
139.606	489.571	
139.371	488.599	
139.143	487.624	
138.921	486.649	
138.706	485.671	
138.497	484.693	
138.295	483.713	
138.099	482.732	
137.909	481.749	
137.725	480.766	
137.547	479.781	
137.376	478.795	
137.210	477.808	
137.051	476.820	
136.897	475.831	
136.750	474.842	
136.608	473.851	
136.473	472.860	
136.343	471.868	
136.219	470.875	
136.102	469.881	
135.990	468.887	
135.884	467.892	
135.784	466.896	
135.690	465.900	
135.603	464.903	
135.521	463.906	
135.445	462.908	
135.376	461.910	
135.313	460.911	
135.256	459.912	
135.205	458.913	
135.161	457.913	
135.123	456.913	
135.092	455.913	
135.067	454.913	
135.049	453.912	
135.037	452.911	
135.033	451.911	
135.035	450.910	
135.045	449.910	
135.061	448.909	
135.085	447.909	
135.116	446.909	
135.155	445.909	
135.201	444.909	
135.255	443.910	
135.317	442.911	
135.387	441.913	
135.465	440.916	
135.552	439.919	
135.647	438.923	
135.750	437.927	
135.862	436.933	
135.982	435.940	
136.110	434.947	
136.247	433.956	
136.391	432.966	
136.542	431.977	
136.702	430.989	
136.869	430.002	
137.044	429.017	
137.225	428.033	
137.414	427.050	
137.610	426.069	
137.813	425.089	
138.023	424.111	
138.239	423.134	
138.461	422.158	
138.690	421.184	
138.925	420.211	
139.165	419.240	
139.412	418.270	
139.664	417.302	
139.921	416.335	
140.183	415.369	
140.450	414.405	
140.722	413.442	
140.999	412.480	
141.280	411.520	
141.565	410.561	
141.854	409.603	
142.147	408.646	
142.443	407.690	
142.743	406.735	
143.046	405.782	
143.351	404.829	
143.660	403.877	
143.971	402.926	
144.284	401.976	
144.600	401.026	
144.917	400.077	
145.237	399.129	
145.557	398.181	
145.879	397.233	
146.202	396.286	
146.526	395.339	
146.850	394.393	
147.175	393.446	
147.500	392.500	
