 ,Value,
1,3745.784,
2,3885.990,
3,3952.017,
4,3961.974,
5,3920.861,
6,3913.518,
7,3805.071,
8,3751.779,
9,3798.367,
10,3705.487,
11,3738.970,
12,3789.304,
13,3713.818,
14,3692.949,
15,3666.988,
16,3656.134,
17,3655.269,
18,3646.815,
19,3637.022,
20,3531.920,
21,3650.959,
22,3649.760,
23,3617.212,
24,3612.137,
25,3667.678,
26,3786.312,
27,3786.660,
28,3734.799,
29,3794.317,
30,3755.324,
31,3664.112,
32,3681.693,
33,3673.211,
34,3654.313,
35,3578.141,
36,3679.003,
37,3685.173,
38,3733.418,
39,3886.990,
40,4058.892,
41,3857.561,
42,3892.209,
43,3999.227,
44,3956.120,
45,3876.064,
46,3822.298,
47,3754.988,
48,3760.210,
49,3680.301,
50,3697.974,
51,3800.035,
52,3796.048,
53,3762.967,
54,3738.735,
55,3812.846,
56,3696.554,
57,3692.158,
58,3708.246,
59,3696.290,
60,3705.414,
61,3687.737,
62,3699.844,
63,3865.784,
64,4043.735,
65,4003.793,
66,4162.976,
67,4207.673,
68,4328.374,
69,4346.758,
70,4316.072,
71,4235.521,
72,4085.545,
73,4060.013,
74,3914.217,
75,3845.133,
76,3967.738,
77,3924.754,
78,3843.445,
79,3852.051,
80,3844.722,
81,3713.144,
82,3797.101,
83,3762.899,
84,3627.763,
85,3607.523,
86,3620.538,
87,3670.344,
88,3741.828,
89,3715.477,
90,3677.811,
91,3723.021,
92,3870.202,
93,3916.063,
94,3989.083,
95,4078.999,
96,4057.380,
97,4116.450,
98,4053.566,
99,3853.353,
100,3826.205,
101,3745.092,
102,3750.546,
103,3765.202,
104,3795.318,
105,3674.200,
106,3730.273,
107,3743.957,
108,3759.082,
109,3736.721,
110,3725.294,
111,3759.586,
112,3695.061,
113,3738.995,
114,3668.558,
115,3644.018,
116,3680.999,
117,3673.337,
118,3765.846,
119,3738.364,
120,3727.149,
121,3778.331,
122,3794.239,
123,3758.166,
124,3723.002,
125,3754.380,
126,3733.340,
127,3642.074,
128,3702.397,
129,3691.395,
130,3670.612,
131,3599.626,
132,3649.992,
133,3676.747,
134,3701.097,
135,3619.270,
136,3614.470,
137,3619.570,
138,3656.833,
139,3608.353,
140,3666.963,
141,3718.471,
142,3671.372,
143,3664.249,
144,3611.379,
145,3620.178,
146,3702.742,
147,3644.671,
148,3588.666,
149,3658.500,
150,3642.708,
151,3640.414,
152,3614.278,
153,3693.691,
