 ,Value,
1,3743.784,
2,3778.966,
3,3851.308,
4,3891.915,
5,4027.919,
6,4132.948,
7,4194.718,
8,3964.759,
9,3798.009,
10,3631.772,
11,3667.714,
12,3562.267,
13,3572.664,
14,3611.824,
15,3619.901,
16,3548.705,
17,3555.300,
18,3596.589,
19,3699.889,
20,3822.270,
21,3766.207,
22,3819.490,
23,3747.601,
24,3766.616,
25,3701.372,
26,3749.231,
27,3760.199,
28,3891.491,
29,4024.086,
30,4005.529,
31,3945.207,
32,3833.655,
33,3660.208,
34,3718.355,
35,3676.056,
36,3608.473,
37,3631.156,
38,3599.978,
39,3619.181,
40,3652.627,
41,3653.099,
42,3733.266,
43,3753.078,
44,3771.865,
45,3721.819,
46,3704.377,
47,3714.779,
48,3674.408,
49,3668.478,
50,3679.373,
51,3646.829,
52,3586.124,
53,3603.770,
54,3600.167,
55,3591.631,
56,3642.806,
57,3640.670,
58,3564.229,
59,3525.306,
60,3611.334,
61,3631.166,
62,3643.748,
63,3539.513,
64,3565.566,
65,3531.165,
66,3552.618,
67,3659.494,
68,3583.798,
69,3648.591,
70,3590.464,
71,3578.420,
72,3566.359,
73,3570.080,
74,3597.322,
75,3588.658,
76,3683.136,
77,3669.155,
78,3655.474,
79,3665.447,
80,3651.779,
81,3653.093,
82,3655.941,
83,3622.195,
84,3664.187,
85,3612.167,
86,3590.809,
87,3606.252,
88,3550.813,
89,3580.164,
90,3575.706,
91,3611.865,
92,3562.256,
93,3600.624,
94,3612.770,
95,3569.028,
96,3561.332,
97,3576.558,
98,3588.841,
99,3589.419,
100,3563.271,
101,3580.948,
102,3567.846,
103,3621.999,
104,3571.871,
105,3573.603,
106,3571.327,
107,3599.333,
108,3563.358,
109,3579.477,
110,3575.890,
111,3542.532,
112,3627.415,
