 ,Value,
1,3789.579,
2,3907.535,
3,3877.046,
4,3990.388,
5,3894.367,
6,3799.024,
7,3694.806,
8,3649.201,
9,3564.104,
10,3543.194,
11,3522.020,
12,3512.451,
13,3487.718,
14,3550.614,
15,3542.564,
16,3531.781,
17,3579.019,
18,3622.129,
19,3655.071,
20,3649.707,
21,3612.784,
22,3761.549,
23,3849.151,
24,3965.407,
25,3862.605,
26,3931.765,
27,3978.261,
28,3964.534,
29,3825.662,
30,3740.854,
31,3698.921,
32,3740.871,
33,3732.073,
34,3676.725,
35,3719.431,
36,3739.565,
37,3719.231,
38,3746.621,
39,3711.212,
40,3651.181,
41,3651.162,
42,3641.739,
43,3741.542,
44,3734.981,
45,3891.601,
46,3890.678,
47,3861.060,
48,3766.999,
49,3718.468,
50,3688.690,
51,3725.038,
52,3726.445,
53,3678.551,
54,3720.296,
55,3635.045,
56,3587.367,
57,3621.791,
58,3633.428,
59,3618.701,
60,3543.831,
61,3579.034,
62,3556.061,
63,3544.873,
64,3587.472,
65,3708.425,
66,3653.394,
67,3548.090,
68,3555.435,
69,3645.884,
70,3600.617,
71,3707.141,
72,3667.840,
73,3628.230,
74,3605.471,
75,3665.225,
76,3653.333,
77,3669.050,
78,3578.330,
79,3635.654,
80,3674.570,
81,3648.240,
82,3600.456,
83,3705.598,
84,3667.911,
85,3607.498,
86,3608.666,
87,3592.289,
88,3623.248,
89,3613.414,
90,3599.432,
91,3576.583,
92,3570.052,
93,3530.403,
94,3574.609,
95,3516.135,
96,3600.192,
97,3609.077,
98,3577.281,
99,3587.401,
100,3593.024,
101,3599.756,
102,3611.794,
103,3580.084,
104,3628.991,
105,3560.938,
106,3540.369,
107,3597.265,
108,3584.084,
109,3627.272,
110,3562.145,
111,3538.602,
112,3572.637,
113,3571.901,
114,3539.683,
115,3582.044,
116,3571.947,
117,3589.300,
118,3657.001,
119,3573.196,
120,3588.665,
121,3597.088,
122,3637.514,
123,3605.224,
124,3564.443,
125,3612.605,
126,3585.220,
127,3555.896,
128,3608.074,
129,3609.993,
