 ,Value,
1,3749.249,
2,3784.627,
3,3738.898,
4,3751.003,
5,3624.404,
6,3659.661,
7,3748.963,
8,3686.455,
9,3723.021,
10,3813.442,
11,3922.387,
12,3973.893,
13,3986.605,
14,3850.640,
15,3757.451,
16,3591.646,
17,3621.163,
18,3489.436,
19,3524.762,
20,3575.436,
21,3605.439,
22,3625.962,
23,3604.670,
24,3601.756,
25,3629.473,
26,3623.770,
27,3657.764,
28,3642.885,
29,3732.603,
30,3803.197,
31,3855.470,
32,3870.387,
33,3921.126,
34,4011.311,
35,3892.105,
36,3883.808,
37,3775.640,
38,3775.719,
39,3709.776,
40,3670.039,
41,3749.370,
42,3788.242,
43,3716.431,
44,3645.540,
45,3664.518,
46,3636.727,
47,3611.478,
48,3583.475,
49,3681.513,
50,3746.581,
51,3877.893,
52,3983.034,
53,3805.618,
54,3733.270,
55,3689.498,
56,3639.798,
57,3676.488,
58,3675.498,
59,3660.468,
60,3630.003,
61,3614.543,
62,3625.309,
63,3632.788,
64,3560.343,
65,3563.504,
66,3611.391,
67,3648.811,
68,3653.541,
69,3619.138,
70,3584.558,
71,3583.777,
72,3593.954,
73,3569.668,
74,3599.094,
75,3656.447,
76,3628.561,
77,3603.359,
78,3567.055,
79,3591.630,
80,3595.401,
81,3667.024,
82,3619.402,
83,3504.338,
84,3578.573,
85,3544.165,
86,3470.613,
87,3529.137,
88,3594.742,
89,3582.460,
90,3606.559,
91,3557.155,
92,3508.139,
93,3570.091,
94,3584.651,
95,3542.823,
96,3523.659,
97,3578.330,
98,3600.490,
99,3532.682,
100,3553.871,
101,3553.720,
102,3504.441,
103,3531.147,
104,3575.918,
105,3569.245,
106,3535.862,
107,3625.353,
108,3634.032,
109,3565.438,
110,3572.701,
111,3571.632,
112,3601.439,
113,3518.995,
114,3604.565,
115,3620.680,
116,3560.513,
117,3592.664,
118,3661.291,
119,3626.863,
120,3626.260,
121,3557.004,
122,3568.800,
123,3592.087,
124,3533.713,
125,3549.731,
126,3580.488,
127,3624.238,
128,3578.237,
129,3544.963,
130,3537.517,
