X	Y	
162.833	472.500	
162.445	471.577	
162.057	470.655	
161.668	469.732	
161.280	468.810	
160.892	467.887	
160.504	466.964	
160.117	466.042	
159.729	465.119	
159.342	464.196	
158.955	463.273	
158.568	462.350	
158.181	461.426	
157.795	460.503	
157.410	459.579	
157.024	458.656	
156.639	457.732	
156.255	456.807	
155.871	455.883	
155.488	454.958	
155.105	454.034	
154.723	453.108	
154.342	452.183	
153.961	451.257	
153.581	450.331	
153.202	449.405	
152.824	448.478	
152.447	447.551	
152.072	446.623	
151.698	445.694	
151.328	444.765	
150.960	443.834	
150.596	442.901	
150.237	441.967	
149.883	441.031	
149.533	440.093	
149.190	439.153	
148.853	438.210	
148.522	437.266	
148.198	436.318	
147.882	435.369	
147.573	434.417	
147.271	433.463	
146.977	432.506	
146.690	431.547	
146.411	430.586	
146.141	429.622	
145.877	428.656	
145.621	427.689	
145.373	426.719	
145.132	425.748	
144.898	424.774	
144.671	423.800	
144.451	422.823	
144.238	421.845	
144.031	420.866	
143.831	419.885	
143.637	418.903	
143.449	417.920	
143.267	416.936	
143.091	415.951	
142.921	414.964	
142.758	413.977	
142.600	412.988	
142.448	411.999	
142.303	411.009	
142.163	410.018	
142.029	409.026	
141.901	408.033	
141.780	407.039	
141.664	406.045	
141.554	405.050	
141.451	404.055	
141.354	403.059	
141.264	402.062	
141.179	401.064	
141.101	400.066	
141.030	399.068	
140.966	398.069	
140.908	397.070	
140.857	396.070	
140.814	395.070	
140.777	394.070	
140.748	393.070	
140.726	392.069	
140.712	391.068	
140.706	390.067	
140.707	389.066	
140.717	388.065	
140.735	387.065	
140.762	386.064	
140.797	385.064	
140.842	384.064	
140.895	383.064	
140.958	382.066	
141.032	381.067	
141.115	380.070	
141.208	379.073	
141.312	378.078	
141.428	377.084	
141.554	376.091	
141.692	375.099	
141.842	374.110	
142.002	373.122	
142.174	372.136	
142.357	371.152	
142.551	370.170	
142.756	369.190	
142.971	368.212	
143.196	367.237	
143.431	366.264	
143.676	365.294	
143.931	364.326	
144.195	363.360	
144.468	362.397	
144.750	361.437	
145.041	360.479	
145.340	359.524	
145.647	358.572	
145.962	357.621	
146.284	356.674	
146.614	355.729	
146.951	354.786	
147.294	353.846	
147.643	352.908	
147.998	351.972	
148.360	351.039	
148.727	350.108	
149.098	349.178	
149.475	348.251	
149.856	347.325	
150.242	346.402	
150.631	345.480	
151.024	344.559	
151.421	343.640	
151.820	342.722	
152.222	341.806	
152.626	340.890	
153.033	339.975	
153.441	339.062	
153.851	338.148	
154.262	337.236	
154.674	336.324	
155.087	335.412	
155.500	334.500	
