 ,Value,
1,4094.027,
2,4075.275,
3,3950.447,
4,3829.319,
5,3793.548,
6,3768.328,
7,3693.767,
8,3643.231,
9,3649.560,
10,3672.518,
11,3786.035,
12,3792.098,
13,3699.461,
14,3770.757,
15,3762.568,
16,3692.428,
17,3739.396,
18,3789.960,
19,3815.930,
20,3743.323,
21,3679.237,
22,3763.596,
23,3779.896,
24,3822.011,
25,3913.775,
26,3970.835,
27,3952.601,
28,3935.855,
29,3813.024,
30,3732.866,
31,3729.569,
32,3660.553,
33,3665.301,
34,3674.494,
35,3699.361,
36,3803.698,
37,3821.009,
38,3910.135,
39,3971.297,
40,4058.867,
41,4011.124,
42,4111.033,
43,3980.402,
44,3873.909,
45,3742.661,
46,3770.518,
47,3746.594,
48,3752.497,
49,3771.671,
50,3823.924,
51,3826.311,
52,3902.035,
53,3797.763,
54,3778.940,
55,3766.634,
56,3872.318,
57,4029.304,
58,4076.256,
59,4004.850,
60,4173.025,
61,4306.356,
62,4368.561,
63,4239.646,
64,4140.910,
65,4063.331,
66,4020.390,
67,3922.396,
68,3924.477,
69,3863.207,
70,3896.524,
71,4131.430,
72,4052.362,
73,4088.031,
74,4003.540,
75,3822.437,
76,3725.101,
77,3661.696,
78,3650.328,
79,3667.497,
80,3682.993,
81,3656.006,
82,3611.282,
83,3659.805,
84,3632.651,
85,3574.907,
86,3630.850,
87,3701.515,
88,3618.298,
89,3656.593,
90,3668.302,
91,3692.612,
92,3686.645,
93,3707.028,
94,3641.352,
95,3737.647,
96,3768.074,
97,3824.068,
98,3780.801,
99,3628.028,
100,3677.199,
101,3655.672,
102,3606.732,
103,3550.613,
104,3614.779,
105,3697.272,
106,3583.391,
107,3674.476,
108,3683.668,
109,3658.073,
110,3670.210,
111,3719.127,
112,3635.537,
113,3651.061,
114,3738.131,
115,3646.320,
116,3641.664,
117,3685.349,
118,3659.821,
119,3639.279,
120,3623.303,
121,3628.825,
122,3528.444,
123,3722.958,
124,3664.174,
125,3662.863,
126,3621.617,
127,3673.292,
128,3719.949,
129,3599.323,
130,3570.084,
131,3584.855,
132,3606.304,
133,3551.831,
134,3607.738,
135,3623.554,
136,3566.055,
137,3580.866,
138,3566.597,
