 ,Value,
1,3740.342,
2,3646.004,
3,3599.938,
4,3605.943,
5,3687.387,
6,3598.577,
7,3646.863,
8,3684.477,
9,3744.171,
10,3727.221,
11,3707.956,
12,3693.636,
13,3656.515,
14,3655.319,
15,3633.280,
16,3581.564,
17,3612.623,
18,3638.025,
19,3657.180,
20,3651.788,
21,3587.990,
22,3547.983,
23,3577.249,
24,3565.963,
25,3539.634,
26,3546.471,
27,3670.007,
28,3704.672,
29,3718.242,
30,3776.838,
31,3736.993,
32,3837.855,
33,3780.922,
34,3829.919,
35,3870.070,
36,3934.886,
37,3882.901,
38,3846.929,
39,3829.402,
40,3747.806,
41,3702.576,
42,3678.859,
43,3725.646,
44,3691.038,
45,3681.855,
46,3666.301,
47,3678.751,
48,3770.709,
49,3771.171,
50,3908.286,
51,4058.544,
52,3951.902,
53,3856.493,
54,3787.953,
55,3795.252,
56,3723.509,
57,3702.126,
58,3663.617,
59,3716.028,
60,3717.169,
61,3726.231,
62,3751.369,
63,3755.570,
64,3703.121,
65,3637.680,
66,3599.805,
67,3641.810,
68,3622.540,
69,3576.998,
70,3597.618,
71,3593.349,
72,3605.687,
73,3597.794,
74,3586.024,
75,3597.185,
76,3590.785,
77,3639.805,
78,3597.475,
79,3569.315,
80,3639.396,
81,3664.976,
82,3634.182,
83,3603.233,
84,3667.137,
85,3582.419,
86,3573.127,
87,3548.485,
88,3568.350,
89,3546.213,
90,3567.877,
91,3523.341,
92,3541.463,
93,3663.932,
94,3534.164,
95,3617.540,
96,3584.871,
97,3612.179,
98,3573.873,
99,3569.640,
100,3602.322,
101,3567.853,
102,3551.177,
103,3567.661,
104,3516.868,
105,3564.537,
106,3585.302,
107,3538.292,
108,3548.409,
109,3599.239,
110,3623.654,
111,3593.263,
112,3591.426,
113,3571.475,
114,3548.330,
115,3543.482,
116,3619.096,
117,3531.270,
118,3531.615,
119,3524.376,
120,3563.709,
121,3605.777,
122,3605.707,
123,3559.158,
124,3523.004,
125,3567.940,
126,3615.402,
127,3579.160,
128,3577.882,
129,3558.330,
130,3514.048,
131,3611.439,
132,3650.767,
133,3583.703,
134,3643.275,
135,3565.796,
